No,Namespace,Variable,Bramford Primary School - 139437,Thorns Primary School - 103787,St George and St Teresa Catholic Primary School - 104101,St George and St Teresa Catholic Primary School - 148088,Rushall Primary School - 104196,Field View Primary School - 141775,The Rowan School - 144374,The Old Park School - 103880,Holy Trinity Catholic Primary School - 104378,Dorridge Primary School - 104045,Greenfield Primary School - 104216,Milking Bank Primary School - 103834,Brierley Hill Primary School - 103776,Russells Hall Primary School - 103813,Christ Church CofE Primary School - 104220,Lodge Farm Primary School - 142765,St Giles Church of England Primary School - 104226,Goldsmith Primary Academy - 138591,Withymoor Primary School - 103809,Hurst Hill Primary School - 143537,St Francis Catholic Primary School - 104239,Barcroft Primary School - 135081,Manor Primary School - 141858,Castle School - 104269,Old Hall School - 104274,Phoenix Academy - 143382,Hob Green Primary School - 143196,Leamore Primary School - 104157,Woodsetton School - 103879,Sunshine Infant and Nursery School - 104145,Villiers Primary School - 145715,Roberts Primary School - 103821,Brockmoor Primary School - 103777,Rosedale Church of England C Infant School - 104225,Short Heath Junior School - 104188,Shustoke CofE Primary School - 125684,The King Alfred School - 148564,Rufford Primary School - 148685,Rufford Primary School - 103803,Castlefort Junior Mixed and Infant School - 104204,Blakenall Heath Junior School - 104144,St Mark's CofE Primary School - 103836,Arden - 136333,Thorns Collegiate Academy - 143818,Ormiston SWB Academy - 145008,Bow Street School - 142603,Willenhall E-ACT Academy - 137706,Beacon Hill Academy - 137705,Moseley Park - 138098,Ormiston Shelfield Community Academy - 135769,National state-funded primary,National state-funded secondary and 16 to 18,Description
2222,KS5_19,TALLPPE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,5.72,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2223,KS5_19,TALLPPEGRD_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2224,KS5_19,TALLPPEGRD_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2225,KS5_19,T_AIMS_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,2,,,,7,NE,,3581,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2226,KS5_19,T_AIMS_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,7,9,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2227,KS5_19,CA_SCORE_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,SUPP,NE,,-0.25,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2228,KS5_19,CA_SCORE_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,1.5,0.85,,-0.24,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2229,KS5_19,T_AIMS_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,6934,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2230,KS5_19,T_AIMS_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2231,KS5_19,CA_SCORE_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,-0.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2232,KS5_19,CA_SCORE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,-0.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2233,KS5_19,T_SCOPEEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,NE,SUPP,,47613,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2234,KS5_19,T_SCOPEEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2235,KS5_19,PROGEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,NE,SUPP,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2236,KS5_19,PROGEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,SUPP,,-0.16,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2237,KS5_19,T_SCOPEEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,NE,SUPP,,58707,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2238,KS5_19,T_SCOPEEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,6,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2239,KS5_19,PROGEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,NE,SUPP,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2240,KS5_19,PROGEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,0.17,,-0.12,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2241,KS5_19,ENTRIES_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,29,,,,31,21,,122816,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2242,KS5_19,ENTRIES_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,NA,,,,23,23,,138829,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2243,KS5_19,VA_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,-0.78,,,,-0.53,0.08,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2244,KS5_19,VA_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,NA,,,,-0.51,-0.37,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2245,KS5_19,UCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,-0.38,,,,-0.13,0.56,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2246,KS5_19,UCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,NA,,,,-0.01,0.09,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2247,KS5_19,LCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,,-1.18,,,,-0.93,-0.41,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2248,KS5_19,LCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,,NA,,,,-1.01,-0.83,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2249,KS5_19,ENTRIES_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,29,,,,31,21,,128633,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2250,KS5_19,ENTRIES_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,NA,,,,23,23,,143775,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2251,KS5_19,VA_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,-0.78,,,,-0.53,0.08,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2252,KS5_19,VA_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,NA,,,,-0.51,-0.37,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2253,KS5_19,UCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,-0.38,,,,-0.13,0.56,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2254,KS5_19,UCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,NA,,,,-0.01,0.09,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2255,KS5_19,LCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,,-1.18,,,,-0.93,-0.41,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2256,KS5_19,LCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,,NA,,,,-1.01,-0.83,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2257,KS5_19,ENTRIES_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,13,,,,22,9,,13321,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2258,KS5_19,ENTRIES_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NA,,,,11,26,,35969,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2259,KS5_19,VA_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,0.57,,,,-0.13,0.01,,-0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2260,KS5_19,VA_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NA,,,,0.25,0.16,,-0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2261,KS5_19,UCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,1.03,,,,0.26,0.55,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2262,KS5_19,UCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NA,,,,0.98,0.64,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2263,KS5_19,LCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,0.12,,,,-0.53,-0.53,,-0.04,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2264,KS5_19,LCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NA,,,,-0.48,-0.32,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2265,KS5_19,T_INSCOPE_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,12,,,,SUPP,10,,41679,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2266,KS5_19,T_INSCOPE_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,SUPP,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2267,KS5_19,PT_RETAINED_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,100.0%,,,,SUPP,70.0%,,87.3%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2268,KS5_19,PT_RETAINED_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,,,SUPP,SUPP,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2269,KS5_19,T_INSCOPE_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,12,,,,SUPP,10,,42060,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2270,KS5_19,T_INSCOPE_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,SUPP,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2271,KS5_19,PT_RETAINED_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,100.0%,,,,SUPP,70.0%,,87.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2272,KS5_19,PT_RETAINED_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,,,SUPP,SUPP,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2273,KS5_19,T_INSCOPE_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,19,SUPP,,7677,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2274,KS5_19,T_INSCOPE_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,9,15,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2275,KS5_19,PT_RETAINED_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,,,100.0%,SUPP,,88.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2276,KS5_19,PT_RETAINED_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,100.0%,93.3%,,85.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2277,KS5_19,T_INSCOPE_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,3106,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2278,KS5_19,T_INSCOPE_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2279,KS5_19,PT_RETAINED_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,88.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2280,KS5_19,PT_RETAINED_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,SUPP,,87.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2283,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,,NE,NE,,85.7%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,NE,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,27,,,,25,51,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2286,KS5_19,TALLPUP_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,27,57,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2287,KS5_19,TALLPUP_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,22,,,,14,42,,218882,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2288,KS5_19,TALLPUP_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,12,39,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2289,KS5_19,TALLPPE_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,30.17,,,,26.56,22.65,,32.83,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2290,KS5_19,TALLPPE_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.59,,,,,,24.58,22.99,,31.79,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2291,KS5_19,TALLPPEGRD_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,C,,,,C-,D+,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2292,KS5_19,TALLPPEGRD_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,D+,D+,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2293,KS5_19,TALLPUP_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,22,,,,14,42,,221769,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2294,KS5_19,TALLPUP_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,12,39,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2295,KS5_19,TALLPPE_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,30.17,,,,26.56,22.65,,33.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2296,KS5_19,TALLPPE_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,24.58,22.99,,31.97,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2297,KS5_19,TALLPPEGRD_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,C,,,,C-,D+,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2298,KS5_19,TALLPPEGRD_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,D+,D+,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2299,KS5_19,TALLPUP_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,6,,,,13,15,,34320,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2300,KS5_19,TALLPUP_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,17,29,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
