No,Namespace,Variable,Coleshill Heath School - 104070,Park Hall Infant Academy - 136303,Eversfield Preparatory School - 104122,Turves Green Primary School - 144390,The Westminster School - 132233,Holy Cross Catholic Primary School - 140525,The Meadows Primary School - 103296,Our Lady of the Wayside Catholic Primary School - 104098,Our Lady of the Wayside Catholic Primary School - 148085,Oakham Primary School - 103950,Manor Way Primary Academy - 142355,"St Anne's Catholic Primary School, Streetly - 104241",Ruckleigh School - 104127,Coppice Junior School - 104041,Hollyfield Primary School - 131672,Water Orton Primary School - 125620,St John Fisher Catholic Primary School - 103452,St John Fisher Catholic Primary School - 148266,Blackwood School - 148364,Blackwood School - 104211,Cranmore Infant School - 104042,Tenterfields Primary Academy - 143195,Tividale Community Primary School - 133261,Manor Primary School - 104210,Park Hill Primary School - 103910,Mesty Croft Primary - 137972,Widney Junior School - 104054,Tudor Grange Primary Academy Yew Tree - 147364,Yew Tree Primary School - 104058,Dickens Heath Community Primary School - 133720,St Augustine's Catholic Primary School - 148087,St Augustine's Catholic Primary School - 104100,St Joseph's Catholic Primary School - 140528,Brickhouse Primary School - 103936,Springfield Primary School - 132140,Woodrush High School - 136924,Turves Green Boys' School - 103500,Turves Green Boys' School - 148521,Bishop Vesey's Grammar School - 137988,Alderbrook School - 136994,New Ways School - 145417,Fairfax - 136908,John Willmott School - 144721,John Willmott School - 103522,Joseph Leckie Academy - 137830,"Tudor Grange Academy, Solihull - 136310",St Peter's Catholic School - 148094,St Peter's Catholic School - 104119,Solihull College & University Centre - 130481,Halesowen College - 130476,National state-funded primary,National state-funded secondary and 16 to 18,Description
2209,KS5_19,TALLPPE_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,30.96,NE,,SUPP,,22.70,,27.27,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2210,KS5_19,TALLPPE_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,45.95,32.76,NE,,SUPP,29.88,29.38,,33.83,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2211,KS5_19,TALLPPEGRD_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,Dist-,NE,,SUPP,,Merit-,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2212,KS5_19,TALLPPEGRD_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,Dist*-,Dist-,NE,,SUPP,Merit+,Merit+,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2213,KS5_19,TALLPUP_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,8,NE,,NE,,44,,2985,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2214,KS5_19,TALLPUP_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,109,102,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2215,KS5_19,TALLPPE_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,31.52,NE,,NE,,18.62,,26.26,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2216,KS5_19,TALLPPE_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,32.8,29.46,,30.93,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2217,KS5_19,TALLPPEGRD_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,Dist-,NE,,NE,,Pass+,,Merit,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2218,KS5_19,TALLPPEGRD_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,Dist-,Merit+,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2219,KS5_19,TALLPUP_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,SUPP,NE,,NE,,105,,12343,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2220,KS5_19,TALLPUP_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,118,47,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2221,KS5_19,TALLPPE_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,SUPP,NE,,NE,,5.68,,5.72,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2222,KS5_19,TALLPPE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,5.83,5.8,,5.72,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2223,KS5_19,TALLPPEGRD_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,SUPP,NE,,NE,,L2Merit-,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2224,KS5_19,TALLPPEGRD_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,L2Merit-,L2Merit-,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2225,KS5_19,T_AIMS_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,2,4,NE,,NE,,52,,3581,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2226,KS5_19,T_AIMS_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,3,7,NE,,NE,132,96,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2227,KS5_19,CA_SCORE_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,,-0.41,,-0.25,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2228,KS5_19,CA_SCORE_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,0.09,-0.25,,-0.24,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2229,KS5_19,T_AIMS_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,3,NE,,NE,,74,,6934,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2230,KS5_19,T_AIMS_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,40,29,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2231,KS5_19,CA_SCORE_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,SUPP,NE,,NE,,0.05,,-0.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2232,KS5_19,CA_SCORE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,-0.14,-0.08,,-0.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2233,KS5_19,T_SCOPEEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,13,NE,,NE,,273,,47613,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2234,KS5_19,T_SCOPEEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,24,NE,,NE,372,207,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2235,KS5_19,PROGEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,0.54,NE,,NE,,-0.15,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2236,KS5_19,PROGEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,0.46,NE,,NE,-0.13,-0.25,,-0.16,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2237,KS5_19,T_SCOPEEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,SUPP,,SUPP,17,NE,,SUPP,,372,,58707,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2238,KS5_19,T_SCOPEEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,10,12,NE,,NE,439,260,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2239,KS5_19,PROGEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,SUPP,,SUPP,0.59,NE,,SUPP,,-0.09,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2240,KS5_19,PROGEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,0,-0.08,NE,,NE,-0.39,-0.2,,-0.12,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2241,KS5_19,ENTRIES_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,110,17,,63,,21,98,6,,23,,317,,122816,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2242,KS5_19,ENTRIES_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,58,26,,107,,49,76,7,,25,NE,269,,138829,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2243,KS5_19,VA_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,,,0.09,0.24,,0.23,,-0.74,-0.15,-0.88,,-0.53,,-0.15,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2244,KS5_19,VA_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,,,0.05,-0.70,,0.12,,0.05,-0.18,0.86,,-0.61,NE,-0.23,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2245,KS5_19,UCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.32,0.82,,0.52,,-0.24,0.08,0.00,,-0.04,,-0.02,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2246,KS5_19,UCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,0.38,-0.27,,0.35,,0.39,0.09,1.78,,-0.17,NE,-0.09,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2247,KS5_19,LCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12,,,-0.15,-0.33,,-0.05,,-1.25,-0.39,-1.76,,-1.02,,-0.27,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2248,KS5_19,LCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74,,,-0.29,-1.14,,-0.11,,-0.29,-0.46,-0.05,,-1.06,NE,-0.37,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2249,KS5_19,ENTRIES_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,120,18,,63,,22,102,8,,24,,337,,128633,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2250,KS5_19,ENTRIES_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,63,26,,107,,57,81,7,,27,NE,277,,143775,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2251,KS5_19,VA_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,,,0.07,0.24,,0.23,,-0.78,-0.16,-0.81,,-0.52,,-0.15,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2252,KS5_19,VA_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,,,0.04,-0.70,,0.12,,0.03,-0.20,0.86,,-0.56,NE,-0.23,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2253,KS5_19,UCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.30,0.80,,0.52,,-0.28,0.07,-0.02,,-0.03,,-0.03,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2254,KS5_19,UCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,0.37,-0.27,,0.35,,0.36,0.07,1.78,,-0.12,NE,-0.09,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2255,KS5_19,LCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12,,,-0.15,-0.33,,-0.05,,-1.28,-0.39,-1.61,,-1.00,,-0.28,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2256,KS5_19,LCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,,,-0.29,-1.14,,-0.11,,-0.29,-0.47,-0.05,,-1.00,NE,-0.37,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2257,KS5_19,ENTRIES_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,24,NE,,SUPP,,46,,13321,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2258,KS5_19,ENTRIES_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,11,35,NE,,SUPP,146,130,,35969,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2259,KS5_19,VA_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,0.69,NE,,SUPP,,0.13,,-0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2260,KS5_19,VA_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,0.68,0.18,NE,,SUPP,-0.36,-0.59,,-0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2261,KS5_19,UCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,1.05,NE,,SUPP,,0.40,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2262,KS5_19,UCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,1.44,0.59,NE,,SUPP,-0.16,-0.39,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2263,KS5_19,LCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,0.33,NE,,SUPP,,-0.15,,-0.04,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2264,KS5_19,LCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,-0.09,-0.23,NE,,SUPP,-0.55,-0.80,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2265,KS5_19,T_INSCOPE_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,28,SUPP,,14,,8,33,SUPP,,8,,109,,41679,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2266,KS5_19,T_INSCOPE_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,14,7,,21,,20,25,SUPP,,7,NE,75,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2267,KS5_19,PT_RETAINED_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,100.0%,SUPP,,100.0%,,87.5%,75.8%,SUPP,,100.0%,,85.3%,,87.3%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2268,KS5_19,PT_RETAINED_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4%,,,100.0%,100.0%,,95.2%,,90.0%,100.0%,SUPP,,100.0%,NE,86.7%,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2269,KS5_19,T_INSCOPE_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,28,SUPP,,14,,8,33,SUPP,,8,,109,,42060,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2270,KS5_19,T_INSCOPE_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,14,7,,21,,20,25,SUPP,,7,NE,75,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2271,KS5_19,PT_RETAINED_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,100.0%,SUPP,,100.0%,,87.5%,75.8%,SUPP,,100.0%,,85.3%,,87.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2272,KS5_19,PT_RETAINED_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4%,,,100.0%,100.0%,,95.2%,,90.0%,100.0%,SUPP,,100.0%,NE,86.7%,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2273,KS5_19,T_INSCOPE_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,14,NE,,SUPP,,45,,7677,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2274,KS5_19,T_INSCOPE_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,SUPP,24,NE,,SUPP,166,143,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2275,KS5_19,PT_RETAINED_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,100.0%,NE,,SUPP,,84.4%,,88.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2276,KS5_19,PT_RETAINED_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,NE,NE,,NE,,SUPP,83.3%,NE,,SUPP,90.4%,86.0%,,85.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2277,KS5_19,T_INSCOPE_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,8,NE,,NE,,46,,3106,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2278,KS5_19,T_INSCOPE_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,122,95,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2279,KS5_19,PT_RETAINED_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,87.5%,NE,,NE,,97.8%,,88.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2280,KS5_19,PT_RETAINED_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,SUPP,SUPP,NE,,NE,92.6%,91.6%,,87.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,,109,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,132,56,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2283,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,,86.2%,,85.7%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,NE,NE,,NE,,NE,NE,NE,,NE,90.9%,82.1%,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,167,SUPP,,122,,27,70,SUPP,,128,,1478,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
