No,Namespace,Variable,St John's Church of England Primary School - 104228,Shenstone Lodge School - 104024,Shenstone Lodge School - 147347,Oakwood School - 104275,The Secret Garden - 148243,Peters Hill Primary School - 103791,Red Hall Primary School - 103784,Rivers Primary Academy - 140196,Bloxwich Academy - 137274,Bilston Church of England Primary School - 130305,The Bromley-Pensnett Primary School - 141979,Stow Heath Primary School - 104323,Tudor Grange Primary Academy Hockley Heath - 138462,Hill Avenue Academy - 143151,Lanesfield Primary School - 104327,St Chad's Catholic Primary School - 140144,Ham Dingle Primary Academy - 143822,Ham Dingle Primary School - 103808,St Michael's Church of England C Primary School - 104227,Sunfield Children's Home Ltd - 117033,Woodlands Academy of Learning - 138343,Queen Victoria Primary School - 103826,St Peter's Church of England Primary Academy - 142982,Green Park School - 104415,Walsall Wood School - 104201,Fibbersley Park Academy - 143417,Elmore Green Primary School - 104153,Stowlawn Primary School - 104317,Hawbush Primary School - 103820,Cotwall End Primary School - 103810,Blackwell First School - 116665,All Saints National Academy - 141410,Springfield House Community Special School - 103623,Busill Jones Primary School - 104146,Busill Jones Primary School - 146785,"St Peter's Catholic Primary School, Bloxwich - 104234",Kingsbury Primary School - 134924,Pedmore CE Primary School - 103848,Clent Parochial Primary School - 116796,The Pedmore High School - 145593,Mary Elliot School - 104272,Black Country Wheels School - 137571,The Dormston School - 103855,Ellowes Hall Sports College - 141570,Hunters Hill College - 103609,Redhill School - 139872,Kingsbury School - A Specialist Science and Mathematics Academy - 145019,Shire Oak Academy - 136620,Pool Hayes Academy - 142594,Wolverhampton Vocational Training Centre - 142123,National state-funded primary,National state-funded secondary and 16 to 18,Description
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,99,51,,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2286,KS5_19,TALLPUP_1618_NOTDIS_17,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,92,55,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2287,KS5_19,TALLPUP_ALEV_1618_NOTDIS_18,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,95,SUPP,,,218882,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2288,KS5_19,TALLPUP_ALEV_1618_NOTDIS_17,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,87,33,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2289,KS5_19,TALLPPE_ALEV_1618_NOTDIS_18,,,,,,,,,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90,,,,25.86,SUPP,,,32.83,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2290,KS5_19,TALLPPE_ALEV_1618_NOTDIS_17,,,,,,,,,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,23.26,32.3,,,31.79,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2291,KS5_19,TALLPPEGRD_ALEV_NOTDIS_18,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,,,,C-,SUPP,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2292,KS5_19,TALLPPEGRD_ALEV_NOTDIS_17,,,,,,,,,D-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,D+,C+,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2293,KS5_19,TALLPUP_ACAD_1618_NOTDIS_18,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,95,SUPP,,,221769,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2294,KS5_19,TALLPUP_ACAD_1618_NOTDIS_17,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,88,33,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2295,KS5_19,TALLPPE_ACAD_1618_NOTDIS_18,,,,,,,,,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50,,,,25.78,SUPP,,,33.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2296,KS5_19,TALLPPE_ACAD_1618_NOTDIS_17,,,,,,,,,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,22.3,32.3,,,31.97,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2297,KS5_19,TALLPPEGRD_ACAD_NOTDIS_18,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,,,,C-,SUPP,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2298,KS5_19,TALLPPEGRD_ACAD_NOTDIS_17,,,,,,,,,D-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,D+,C+,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2299,KS5_19,TALLPUP_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,18,40,,,34320,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2300,KS5_19,TALLPUP_AGEN_NOTDIS_17,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,33,33,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2301,KS5_19,TALLPPE_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,24.17,32.13,,,28.85,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2302,KS5_19,TALLPPE_AGEN_NOTDIS_17,,,,,,,,,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,37.53,45.67,,,36.36,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2303,KS5_19,TALLPPEGRD_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,Merit,Dist-,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2304,KS5_19,TALLPPEGRD_AGEN_NOTDIS_17,,,,,,,,,Dist+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,Dist+,Dist*-,,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2305,KS5_19,TALLPUP_TLEV_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,SUPP,,,9706,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2306,KS5_19,TALLPUP_TLEV_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,21,SUPP,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2307,KS5_19,TALLPPE_TLEV_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,SUPP,,,28.69,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2308,KS5_19,TALLPPE_TLEV_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,35,SUPP,,,32.65,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2309,KS5_19,TALLPPEGRD_TLEV_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,SUPP,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2310,KS5_19,TALLPPEGRD_TLEV_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,Dist,SUPP,,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2311,KS5_19,TALLPUP_TECHCERT_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,25305,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2312,KS5_19,TALLPUP_TECHCERT_NOTDIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2313,KS5_19,TALLPPE_TECHCERT_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,5.79,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2314,KS5_19,TALLPPE_TECHCERT_NOTDIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,5.77,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2315,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2316,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2317,KS5_19,T_AIMS_TLEV_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,7,,,10460,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2318,KS5_19,T_AIMS_TLEV_NOTDIS_17,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,33,15,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2319,KS5_19,CA_SCORE_TLEV_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,SUPP,,,0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2320,KS5_19,CA_SCORE_TLEV_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,-0.41,2.14,,,0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2321,KS5_19,T_AIMS_TECHCERT_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,11968,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2322,KS5_19,T_AIMS_TECHCERT_NOTDIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2323,KS5_19,CA_SCORE_TECHCERT_NOTDIS_18,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2324,KS5_19,CA_SCORE_TECHCERT_NOTDIS_17,,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2325,KS5_19,T_SCOPEEX_E_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,65157,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2326,KS5_19,T_SCOPEEX_E_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,SUPP,SUPP,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2327,KS5_19,PROGEX_E_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,NE,NE,,,0.17,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2328,KS5_19,PROGEX_E_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,SUPP,SUPP,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2329,KS5_19,T_SCOPEEX_M_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,SUPP,SUPP,,,84373,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2330,KS5_19,T_SCOPEEX_M_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,SUPP,SUPP,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2331,KS5_19,PROGEX_M_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,SUPP,SUPP,,,0.13,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2332,KS5_19,PROGEX_M_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,SUPP,SUPP,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2333,KS5_19,ENTRIES_ALEV_NOTDIS_18,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,301,76,,,690091,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2334,KS5_19,ENTRIES_ALEV_NOTDIS_17,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,332,78,,,804666,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2335,KS5_19,VA_INS_ALEV_NOTDIS_18,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,,-0.34,-0.73,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2336,KS5_19,VA_INS_ALEV_NOTDIS_17,,,,,,,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.32,0.12,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2337,KS5_19,UCI_INS_ALEV_NOTDIS_18,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,-0.22,-0.49,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2338,KS5_19,UCI_INS_ALEV_NOTDIS_17,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.20,0.37,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2339,KS5_19,LCI_INS_ALEV_NOTDIS_18,,,,,,,,,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,,,,-0.47,-0.98,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2340,KS5_19,LCI_INS_ALEV_NOTDIS_17,,,,,,,,,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.45,-0.13,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2341,KS5_19,ENTRIES_ACAD_NOTDIS_18,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,303,76,,,730342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2342,KS5_19,ENTRIES_ACAD_NOTDIS_17,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,383,78,,,840605,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2343,KS5_19,VA_INS_ACAD_NOTDIS_18,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30,,,,-0.35,-0.73,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2344,KS5_19,VA_INS_ACAD_NOTDIS_17,,,,,,,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.42,0.12,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2345,KS5_19,UCI_INS_ACAD_NOTDIS_18,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,-0.22,-0.49,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2346,KS5_19,UCI_INS_ACAD_NOTDIS_17,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.31,0.37,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2347,KS5_19,LCI_INS_ACAD_NOTDIS_18,,,,,,,,,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.60,,,,-0.48,-0.98,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2348,KS5_19,LCI_INS_ACAD_NOTDIS_17,,,,,,,,,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.54,-0.13,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2349,KS5_19,ENTRIES_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,22,60,,,42126,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2350,KS5_19,ENTRIES_AGEN_NOTDIS_17,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,53,53,,,105262,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2351,KS5_19,VA_INS_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.14,-0.38,,,0.02,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2352,KS5_19,VA_INS_AGEN_NOTDIS_17,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,0.06,0.70,,,0.03,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2353,KS5_19,UCI_INS_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,0.21,-0.16,,,0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2354,KS5_19,UCI_INS_AGEN_NOTDIS_17,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,0.40,1.02,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2355,KS5_19,LCI_INS_AGEN_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.49,-0.60,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2356,KS5_19,LCI_INS_AGEN_NOTDIS_17,,,,,,,,,-0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,-0.27,0.38,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2357,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,79,SUPP,,,213164,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2358,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,49,SUPP,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2359,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,91.1%,SUPP,,,93.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2360,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,98.0%,SUPP,,,96.0%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2361,KS5_19,T_INSCOPE_ACAD_RET_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,80,SUPP,,,214907,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2362,KS5_19,T_INSCOPE_ACAD_RET_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,49,SUPP,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2363,KS5_19,PT_RETAINED_ACAD_RET_NOTDIS_18,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,91.3%,SUPP,,,93.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2364,KS5_19,PT_RETAINED_ACAD_RET_NOTDIS_17,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,98.0%,SUPP,,,96.0%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
