No,Namespace,Variable,Greenholm Primary School - 138693,Hawthorn Primary School - 103214,Cedars Academy - 143088,Devonshire Junior Academy - 141292,Devonshire Infant Academy - 141293,Kimichi School - 141242,St Peter and St Paul RC Junior and Infant School - 103454,St Peter and St Paul RC Junior and Infant School - 146298,Selly Oak Trust School - 103613,Colmore Junior School - 103188,Colmore Infant and Nursery School - 103189,Acocks Green Primary School - 139443,Wheelers Lane Primary School - 134099,Cottesbrooke Infant and Nursery School - 140706,Oasis Academy Short Heath - 139125,Annie Lennard Primary School - 103932,Osborne Primary School - 147758,Osborne Primary School - 103363,The Dame Ellen Pinsent School - 103615,St Mark's Catholic Primary School - 148973,St Mark's Catholic Primary School - 103468,Court Farm Primary School - 103267,Story Wood School - 103213,Highclare School - 103576,Welsh House Farm Community School and Special Needs Resources Base - 103295,Holy Souls Catholic Primary School - 147009,Holy Souls Catholic Primary School - 103429,Priestley Smith School - 103614,Beeches Infant School - 103164,Beeches Junior School - 103163,Abbey Catholic Primary School - 103422,Abbey Catholic Primary School - 147669,Gilbertstone Primary School - 103201,Glenmead Primary School - 103320,Bournville Village Primary - 103445,Bournville Infant School - 103446,The Oval School - 143087,Swanshurst School - 103514,Wheelers Lane Technology College - 103501,Hamstead Hall Academy - 139746,Hall Green School - 137858,Oscott Academy - 142115,"Ninestiles, an Academy - 136406",The University of Birmingham School - 140863,Aspire Ap School - 139962,Archbishop Ilsley Catholic School - 103541,Archbishop Ilsley Catholic School - 146124,Arena Academy - 145580,Sandwell Valley School - 143038,Fircroft College of Adult Education - 130467,National state-funded primary,National state-funded secondary and 16 to 18,Description
2012,KS5_19,T_INSCOPE_TLEV_RET_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,5272,Number of disadvantaged students in scope for retention measure where core aim is a tech level qualification
2013,KS5_19,PT_RETAINED_TLEV_RET_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,84.6%,Percentage of disadvantaged students who completed a tech level core aim for retention measure
2014,KS5_19,TALLPUP_TECHCERT_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,1601,Number of disadvantaged students at the end of 16-18 study entered for at least one technical certificate qualification 
2015,KS5_19,TALLPPE_TECHCERT_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,5.60,Average point score per technical certificate entry for disadvantaged students
2016,KS5_19,TALLPPEGRD_TECHCERT_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,L2Merit-,Average point score per technical certificate entry expressed as a grade for disadvantaged students
2017,KS5_19,T_AIMS_TECHCERT_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,2613,Number of technical certificate aims in completion and attainment measure for disadvantaged students
2018,KS5_19,CA_SCORE_TECHCERT_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,-0.10,Technical certificate completion and attainment score for disadvantaged students
2019,KS5_19,T_INSCOPE_TECHCERT_RET_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,NE,,,NA,,,2689,Number of disadvantaged students in scope for retention measure where core aim is a technical certificate programme
2020,KS5_19,PT_RETAINED_TECHCERT_RET_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,NE,,,NA,,,84.9%,Percentage of disadvantaged students who completed a technical certificate core aim for retention measure
2021,KS5_19,TALLPUP_1618_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,77,,80,,,,71,,51,,,NA,,,395647,Number of non-disadvantaged students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
2022,KS5_19,TALLPUP_ALEV_1618_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,53,,60,,,,71,,40,,,NA,,,205725,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one A level qualification
2023,KS5_19,TALLPPE_ALEV_1618_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,33.50,,23.85,,,,30.79,,31.63,,,NA,,,33.58,Average point score per A level entry for non-disadvantaged students
2024,KS5_19,TALLPPEGRD_ALEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,C+,,D+,,,,C,,C,,,NA,,,C+,Average point score per A level entry for non-disadvantaged students expressed as a grade
2025,KS5_19,TALLPUP_ACAD_1618_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,58,,60,,,,71,,44,,,NA,,,209238,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one academic qualification
2026,KS5_19,TALLPPE_ACAD_1618_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,33.85,,23.85,,,,30.79,,31.48,,,NA,,,33.74,Average point score per academic entry for non-disadvantaged students
2027,KS5_19,TALLPPEGRD_ACAD_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,C+,,D+,,,,C,,C,,,NA,,,C+,Average point score per academic entry for non-disadvantaged students expressed as a grade
2028,KS5_19,TALLPUP_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,32,,18,,,,NE,,SUPP,,,NA,,,51573,Number of non-disadvantaged students at the end of 16-18 study who entered at lest one applied general qualification
2029,KS5_19,TALLPPE_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,33.98,,28.09,,,,NE,,SUPP,,,NA,,,29.26,Average point score per applied general entry for non-disadvantaged students
2030,KS5_19,TALLPPEGRD_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,Dist,,Merit+,,,,NE,,SUPP,,,NA,,,Merit+,Average point score per applied general entry expressed as a grade for non-disadvantaged students
2031,KS5_19,TALLPUP_TLEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,14612,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one tech level qualification
2032,KS5_19,TALLPPE_TLEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,29.20,Average point score per tech level entry for non-disadvantaged students
2033,KS5_19,TALLPPEGRD_TLEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,Merit+,Average point score per tech level entry expressed as a grade for non-disadvantaged students
2034,KS5_19,T_SCOPEEX_E_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,9,,SUPP,,,,NE,,SUPP,,,NA,,,61050,Number of non-disadvantaged students at the end of 16-18 study in scope for English progress measure
2035,KS5_19,PROGEX_E_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,1.16,,SUPP,,,,NE,,SUPP,,,NA,,,0.25,Average progress made in English by non-disadvantaged students
2036,KS5_19,T_SCOPEEX_M_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,20,,10,,,,NE,,SUPP,,,NA,,,82479,Number of non-disadvantaged students at the end of 16-18 study in scope for maths progress measure
2037,KS5_19,PROGEX_M_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.30,,0.58,,,,NE,,SUPP,,,NA,,,0.17,Average progress made in maths by non-disadvantaged students
2038,KS5_19,T_AIMS_TLEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,7,,NE,,,,NE,,11,,,NA,,,16642,Number of Tech Level aims in completion and attainment for non-disadvantaged students
2039,KS5_19,CA_SCORE_TLEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,-1.65,,,NA,,,0.08,Tech Level completion and attainment score for non-disadvantaged students
2040,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,38,,60,,,,68,,41,,,NA,,,197831,Number of non-disadvantaged students in scope for retention measure where core aim is an A level qualification
2041,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,97.4%,,83.3%,,,,79.4%,,87.8%,,,NA,,,92.5%,Percentage of non-disadvantaged students who completed an A level core aim for retention measure
2042,KS5_19,T_INSCOPE_ACAD_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,38,,60,,,,68,,41,,,NA,,,199716,Number of non-disadvantaged students in scope for retention measure where core aim is an academic qualification
2043,KS5_19,PT_RETAINED_ACAD_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,97.4%,,83.3%,,,,79.4%,,87.8%,,,NA,,,92.4%,Percentage of non-disadvantaged students who completed an academic core aim for retention measure
2044,KS5_19,T_INSCOPE_AGEN_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,27,,SUPP,,,,NE,,NE,,,NA,,,39337,Number of non-disadvantaged students in scope for retention measure where core aim is an applied general qualification
2045,KS5_19,PT_RETAINED_AGEN_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,92.6%,,SUPP,,,,NE,,NE,,,NA,,,87.8%,Percentage of non-disadvantaged students who completed an Applied General core aim for retention measure
2046,KS5_19,T_INSCOPE_TLEV_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,14967,Number of non-disadvantaged students in scope for retention measure where core aim is a tech level qualification
2047,KS5_19,PT_RETAINED_TLEV_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,SUPP,,,NA,,,89.1%,Percentage of non-disadvantaged students who completed a tech level core aim for retention measure
2048,KS5_19,TALLPUP_TECHCERT_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,3620,Number of non-disadvantaged students at the end of 16-18 study with a technical certificate qualification entry
2049,KS5_19,TALLPPE_TECHCERT_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,5.81,Average point score per technical certificate entry for non-disadvantaged students
2050,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,L2Merit-,Average point score per technical certificate entry expressed as a grade for non-disadvantaged students
2051,KS5_19,T_AIMS_TECHCERT_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,5062,Number of technical certificate aims in completion and attainment for non-disadvantaged students
2052,KS5_19,CA_SCORE_TECHCERT_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,0.05,Technical certificate completion and attainment score for non-disadvantaged students
2053,KS5_19,T_INSCOPE_TECHCERT_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,4910,Number of non-disadvantaged students in scope for retention measure where core aim is a technical certificate programme
2054,KS5_19,PT_RETAINED_TECHCERT_RET_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NE,,NE,,,,NE,,NE,,,NA,,,89.4%,Percentage of non-disadvantaged students who completed a technical certificate core aim for retention measure
2055,KS5_19,ENTRIES_ALEV,,,,,,NA,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,228,,214,,,,374,,155,,,NA,,,699844,Number of A level entries included in value added measure
2056,KS5_19,VA_INS_ALEV,,,,,,NA,,,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,0.11,,-0.32,,,,0.08,,-0.15,,,NA,,,-0.02,A level value added score
2057,KS5_19,UCI_INS_ALEV,,,,,,NA,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,0.25,,-0.18,,,,0.19,,0.01,,,NA,,,-0.02,A level  value added upper confidence limit
2058,KS5_19,LCI_INS_ALEV,,,,,,NA,,,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,-0.03,,-0.47,,,,-0.04,,-0.32,,,NA,,,-0.02,A level value added lower confidence limit
2059,KS5_19,PROGRESS_BAND_ALEV,,,,,,NA,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,4,,,,3,,3,,,NA,,,NA,A level progress band
2060,KS5_19,ENTRIES_ACAD,,,,,,NA,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,289,,214,,,,374,,179,,,NA,,,748903,Number of academic entries included in value added measure
2061,KS5_19,VA_INS_ACAD,,,,,,NA,,,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,0.13,,-0.32,,,,0.08,,-0.16,,,NA,,,-0.02,Academic value added score
2062,KS5_19,UCI_INS_ACAD,,,,,,NA,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,0.26,,-0.18,,,,0.19,,-0,,,NA,,,-0.02,Academic value added upper confidence limit
2063,KS5_19,LCI_INS_ACAD,,,,,,NA,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,0,,-0.47,,,,-0.04,,-0.32,,,NA,,,-0.02,Academic value added lower confidence limit
2064,KS5_19,PROGRESS_BAND_ACAD,,,,,,NA,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,4,,,,3,,3,,,NA,,,NA,Academic progress band
2065,KS5_19,ENTRIES_AGEN,,,,,,NA,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,83,,38,,,,NE,,7,,,NA,,,84296,Number of applied general entries included in value added measure
2066,KS5_19,VA_INS_AGEN,,,,,,NA,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,0.64,,0.26,,,,NE,,0.5,,,NA,,,0.01,Applied general value added score
2067,KS5_19,UCI_INS_AGEN,,,,,,NA,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,0.85,,0.53,,,,NE,,1.07,,,NA,,,0.01,Applied general value added upper confidence limit
2068,KS5_19,LCI_INS_AGEN,,,,,,NA,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,0.43,,-0.02,,,,NE,,-0.08,,,NA,,,0,Applied general value added lower confidence limit
2069,KS5_19,PROGRESS_BAND_AGEN,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,1,,3,,,,NA,,3,,,NA,,,NA,Applied general progress band
2070,KS5_19,ENTRIES_ALEV_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,103,,65,,,,148,,54,,,NA,,,107314,Number of A level entries by disadvantaged students included in value added measure
2071,KS5_19,VA_INS_ALEV_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.08,,-0.41,,,,0.21,,-0.33,,,NA,,,-0.12,A level value added score for disadvantaged students
2072,KS5_19,UCI_INS_ALEV_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.29,,-0.13,,,,0.41,,-0.04,,,NA,,,-0.11,A level  value added upper confidence limit for disadvantaged students
2073,KS5_19,LCI_INS_ALEV_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,-0.14,,-0.69,,,,0.02,,-0.62,,,NA,,,-0.13,A level value added lower confidence limit for disadvantaged students
2074,KS5_19,ENTRIES_ACAD_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,126,,65,,,,148,,62,,,NA,,,113622,Number of academic entries by disadvantaged students included in value added measure
2075,KS5_19,VA_INS_ACAD_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.09,,-0.41,,,,0.21,,-0.33,,,NA,,,-0.12,Academic value added score for disadvantaged students
2076,KS5_19,UCI_INS_ACAD_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.29,,-0.13,,,,0.41,,-0.06,,,NA,,,-0.11,Academic value added upper confidence limit for disadvantaged students
2077,KS5_19,LCI_INS_ACAD_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,-0.12,,-0.69,,,,0.02,,-0.61,,,NA,,,-0.13,Academic value added lower confidence limit for disadvantaged students
2078,KS5_19,ENTRIES_AGEN_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,42,,14,,,,NE,,SUPP,,,NA,,,19747,Number of applied general entries by disadvantaged students included in value added measure
2079,KS5_19,VA_INS_AGEN_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.7,,0.01,,,,NE,,SUPP,,,NA,,,-0.04,Applied general value added score for disadvantaged students
2080,KS5_19,UCI_INS_AGEN_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,1,,0.46,,,,NE,,SUPP,,,NA,,,-0.02,Applied general value added upper confidence limit for disadvantaged students
2081,KS5_19,LCI_INS_AGEN_DIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.39,,-0.43,,,,NE,,SUPP,,,NA,,,-0.05,Applied general value added lower confidence limit for disadvantaged students
2082,KS5_19,ENTRIES_ALEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,125,,149,,,,226,,101,,,NA,,,592530,Number of A level entries by non-disadvantaged students included in value added measure
2083,KS5_19,VA_INS_ALEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.14,,-0.29,,,,-0.02,,-0.06,,,NA,,,0,A level value added score for non-disadvantaged students
2084,KS5_19,UCI_INS_ALEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.32,,-0.11,,,,0.13,,0.14,,,NA,,,0,A level  value added upper confidence limit for non-disadvantaged students
2085,KS5_19,LCI_INS_ALEV_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,-0.04,,-0.46,,,,-0.17,,-0.26,,,NA,,,0,A level value added lower confidence limit for non-disadvantaged students
2086,KS5_19,ENTRIES_ACAD_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,163,,149,,,,226,,117,,,NA,,,635281,Number of academic entries by non-disadvantaged students included in value added measure
2087,KS5_19,VA_INS_ACAD_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.16,,-0.29,,,,-0.02,,-0.07,,,NA,,,0,Academic value added score for non-disadvantaged students
2088,KS5_19,UCI_INS_ACAD_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.34,,-0.11,,,,0.13,,0.13,,,NA,,,0,Academic value added upper confidence limit for non-disadvantaged students
2089,KS5_19,LCI_INS_ACAD_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,-0.01,,-0.46,,,,-0.17,,-0.26,,,NA,,,0,Academic value added lower confidence limit for non-disadvantaged students
2090,KS5_19,ENTRIES_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,41,,24,,,,NE,,SUPP,,,NA,,,64549,Number of applied general entries by non-disadvantaged students included in value added measure
2091,KS5_19,VA_INS_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.58,,0.39,,,,NE,,SUPP,,,NA,,,0.02,Applied general value added score for non-disadvantaged students
2092,KS5_19,UCI_INS_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.87,,0.74,,,,NE,,SUPP,,,NA,,,0.03,Applied general value added upper confidence limit for non-disadvantaged students
2093,KS5_19,LCI_INS_AGEN_NOTDIS,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,0.29,,0.03,,,,NE,,SUPP,,,NA,,,0.01,Applied general value added lower confidence limit for non-disadvantaged students
2094,KS5_19,TALLPUP_1618_18,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,125,,88,,,,140,,89,,,1,,,558568,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2095,KS5_19,TALLPUP_1618_17,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,165,,107,,,,171,,84,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2096,KS5_19,TALLPUP_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,85,,73,,,,140,,65,,,NE,,,263436,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2097,KS5_19,TALLPUP_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,103,,83,,,,171,,69,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2098,KS5_19,TALLPPE_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,28.93,,,,,,,,,,,,,,32.01,,27.68,,,,31.81,,28.29,,,NE,,,32.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2099,KS5_19,TALLPPE_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,27.61,,,,,,,,,,,,,,30.56,,24.66,,,,31.97,,29.89,,,,,,31.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2100,KS5_19,TALLPPEGRD_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C+,,C-,,,,C+,,C-,,,NE,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2101,KS5_19,TALLPPEGRD_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,C-,,,,,,,,,,,,,,C,,D+,,,,C+,,C,,,,,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2102,KS5_19,TALLPUP_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,85,,73,,,,140,,71,,,NE,,,267269,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2103,KS5_19,TALLPUP_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,103,,83,,,,171,,77,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2104,KS5_19,TALLPPE_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,29.31,,,,,,,,,,,,,,32.37,,27.68,,,,31.81,,28.64,,,NE,,,32.29,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2105,KS5_19,TALLPPE_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,27.61,,,,,,,,,,,,,,30.52,,24.66,,,,31.97,,29.52,,,,,,31.32,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2106,KS5_19,TALLPPEGRD_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C+,,C-,,,,C+,,C,,,NE,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2107,KS5_19,TALLPPEGRD_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,C-,,,,,,,,,,,,,,C,,D+,,,,C+,,C,,,,,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2108,KS5_19,TALLPUP_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,39,,3,,,,NE,,13,,,NE,,,45277,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2109,KS5_19,TALLPUP_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,48,,8,,,,NE,,14,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2110,KS5_19,TALLPPE_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,32.57,,SUPP,,,,NE,,40.43,,,NE,,,28.45,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2111,KS5_19,TALLPPE_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,38.55,,28.75,,,,NE,,43.75,,,,,,35.69,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2112,KS5_19,TALLPPEGRD_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,Dist-,,SUPP,,,,NE,,Dist+,,,NE,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2113,KS5_19,TALLPPEGRD_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,Dist+,,Merit+,,,,NE,,Dist*-,,,,,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2114,KS5_19,TALLPUP_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,4,,NE,,,,NE,,9,,,NE,,,12807,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2115,KS5_19,TALLPUP_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,13,,NE,,,,NE,,7,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2116,KS5_19,TALLPPE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,SUPP,,NE,,,,NE,,24.29,,,NE,,,28.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2117,KS5_19,TALLPPE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,23.08,,NE,,,,NE,,37.69,,,,,,32.25,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
