No,Namespace,Variable,Marston Green Infant Academy - 140733,Blackheath Primary School - 103981,Town Junior School - 141206,St Anthony's Catholic Primary School - 104103,St Anthony's Catholic Primary School - 148090,Minworth Junior and Infant School - 103345,Marston Green Junior School - 104060,Kingshurst Primary School - 135139,The Priory Primary School - 131212,Rowley Hall Primary School - 103955,St Anne's Catholic Primary School - 148092,St Anne's Catholic Primary School - 104104,Moorlands Primary School - 103908,Greswold Primary School - 104079,Forest Oak School - 104132,Merstone School - 104133,Smith's Wood Primary Academy - 140923,West Heath Primary School - 134279,Homeschool - 141501,Shirley Heath Junior School - 104050,Newtown Primary School - 103924,Newtown Primary School - 146434,Delves Junior School - 104170,Delves Infant School - 104150,Woodlands Infant School - 104053,Merritts Brook Primary E-ACT Academy - 139014,Grace Mary Primary School - 103945,Highfields Primary School - 103946,St John the Baptist Catholic Primary School - 148093,St John the Baptist Catholic Primary School - 104107,Hawkesley Church Primary Academy - 139269,Damson Wood Nursery and Infant School - 143051,Lea Hall Academy - 148722,Coppice Primary School - 137697,Tameside Primary School - 131735,Harvills Hawthorn Primary School - 131591,Park Hall Junior Academy - 137797,Tameside Primary Academy - 146358,Tudor Grange Academy Kingshurst - 146379,Plantsbrook School - 137053,Lode Heath School - 137008,Light Hall School - 137231,Smith's Wood Academy - 143895,WMG Academy for Young Engineers (Solihull) - 142900,Wodensborough Ormiston Academy - 139918,Ormiston Sandwell Community Academy - 135979,King Edward VI Northfield School for Girls - 148684,Turves Green Girls' School - 103499,High Point Academy - 148400,St Michael's Church of England High School - 104019,National state-funded primary,National state-funded secondary and 16 to 18,Description
1851,KS4_19,PTL2BASICSNMOB_95,,,,,,,,,,,,,,,0%,NE,,,,,,,,,,,,,,,,,,,,,,,27%,54%,30%,48%,21%,26%,22%,30%,,45%,,34%,,44%,% of non-mobile pupils achieving strong 9-5 passes in both English and mathematics GCSEs
1852,KS4_19,PTFSM6CLA1ABASICS_94_17,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,58%,47%,58%,NA,NA,24%,40%,,53%,,45%,,44%,% of disadvantaged pupils achieving 9-4 in GCSE English and maths in 2017
1853,KS4_19,PTFSM6CLA1ABASICS_95_17,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,39%,21%,45%,NA,NA,6%,29%,,20%,,21%,,25%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1854,KS4_19,PTNOTFSMBASICS_94_17,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,83%,66%,68%,NA,NA,57%,71%,,54%,,58%,,71%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1855,KS4_19,PTNOTFSM6CLA1ABASICS_95_17,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,59%,41%,47%,NA,NA,25%,48%,,24%,,28%,,49%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2017
1856,KS4_19,PTFSM6CLA1ABASICS_94_18,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,48%,36%,52%,38%,23%,43%,39%,,46%,,45%,,45%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1857,KS4_19,PTFSM6CLA1ABASICS_95_18,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,35%,13%,38%,11%,4%,20%,23%,,22%,,8%,,25%,% of disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1858,KS4_19,PTNOTFSM6CLA1ABASICS_94_18,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,82%,71%,80%,49%,52%,59%,57%,,79%,,62%,,72%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1859,KS4_19,PTNOTFSM6CLA1ABASICS_95_18,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,63%,48%,56%,30%,23%,33%,34%,,39%,,34%,,50%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1860,KS4_19,PTMULTILAN_E,,,,,,,,,,,,,,,0%,NE,,,,,,,,,,,,,,,,,,,,,,,0%,1%,0%,0%,0%,0%,1%,4%,,0%,,1%,,3%,Percentage of pupils entering more than one language
1861,KS4_19,PTTRIPLESCI_E,,,,,,,,,,,,,,,0%,NE,,,,,,,,,,,,,,,,,,,,,,,9%,26%,30%,24%,0%,23%,0%,13%,,33%,,17%,,27%,"Percentage of pupils entering biology, chemistry and physics"
1862,KS4_19,TFSM6CLA1A_17,,,,,,,,,,,,,,,10,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,33,34,62,NA,NA,80,73,,70,,82,,143544,Number of disadvantaged pupils at the end of key stage 4 in 2017
1863,KS4_19,PTFSM6CLA1A_17,,,,,,,,,,,,,,,77%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,18%,17%,26%,NA,NA,50%,41%,,58%,,37%,,27%,Percentage of pupils at the end of key stage 4 who were disadvantaged in 2017
1864,KS4_19,TNOTFSM6CLA1A_17,,,,,,,,,,,,,,,3,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,154,170,177,NA,NA,79,103,,50,,138,,384200,Number of non-disadvantaged pupils at the end of key stage 4 in 2017
1865,KS4_19,PTNOTFSM6CLA1A_17,,,,,,,,,,,,,,,23%,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,82%,83%,74%,NA,NA,50%,59%,,42%,,63%,,73%,Percentage of pupils at the end of key stage 4 who were not disadvantaged in 2017
1866,KS4_19,TFSM6CLA1A_18,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,NA,31,45,60,90,26,61,71,,54,,83,,141134,Number of disadvantaged pupils in 2018
1867,KS4_19,PTFSM6CLA1A_18,,,,,,,,,,,,,,,33%,50%,,,,,,,,,,,,,,,,,,,,,,,NA,15%,23%,30%,50%,30%,39%,43%,,47%,,36%,,27%,% of pupils who were disadvantaged in 2018
1868,KS4_19,TNOTFSM6CLA1A_18,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,NA,175,153,138,89,60,96,96,,61,,150,,382502,Number of non-disadvantaged pupils in 2018
1869,KS4_19,PTNOTFSM6CLA1A_18,,,,,,,,,,,,,,,67%,50%,,,,,,,,,,,,,,,,,,,,,,,NA,85%,77%,70%,50%,70%,61%,57%,,53%,,64%,,73%,% of pupils who were not disadvantaged in 2018
1870,KS4_19,TAVENT_E_3NG_PTQ_EE,,,,,,,,,,,,,,,0.5,NE,,,,,,,,,,,,,,,,,,,,,,,6.9,8.4,8.2,8.9,7.3,9,7.5,8.8,,8.1,,8.8,,8.2,Average number of KS4 entries per pupil
1871,KS4_19,TAVENT_E_3NG_LO_PTQ_EE,,,,,,,,,,,,,,,0.5,NE,,,,,,,,,,,,,,,,,,,,,,,5.4,7.2,7.2,8.2,7.7,7.9,6.5,8,,7.8,,8.1,,6.2,Average number of KS4 entries per pupil with low prior attainment
1872,KS4_19,TAVENT_E_3NG_AV_PTQ_EE,,,,,,,,,,,,,,,NE,NE,,,,,,,,,,,,,,,,,,,,,,,6.9,8,7.8,8.1,7.3,8.7,7.6,8.6,,8.1,,8.7,,8,Average number of KS4 entries per pupil with middle prior attainment
1873,KS4_19,TAVENT_E_3NG_HI_PTQ_EE,,,,,,,,,,,,,,,NE,NE,,,,,,,,,,,,,,,,,,,,,,,7.5,8.8,9.1,9.8,7,9.8,8.1,9.2,,8.6,,9.2,,9,Average number of KS4 entries per pupil with high prior attainment
1874,KS4_19,TAVENT_E_3NG_FSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,0.1,SUPP,,,,,,,,,,,,,,,,,,,,,,,6.6,8.1,7.3,8.3,7.2,8.4,7.1,8.4,,8.1,,8.5,,7.4,Average number of KS4 entries per disadvantaged pupil
1875,KS4_19,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,0.8,SUPP,,,,,,,,,,,,,,,,,,,,,,,7.1,8.4,8.5,9.1,7.3,9.3,7.9,9.1,,8.1,,9,,8.4,Average number of KS4 entries per non-disadvantaged pupil
1876,KS4_19,TAVENT_EFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,10.5,8.6,10,NA,NA,8.6,9.8,,8.7,,9.4,,8.7,Average number of KS4 entries per disadvantaged pupil in 2017
1877,KS4_19,TAVENT_ENFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,10.4,9.1,10.4,NA,NA,9.4,10.5,,8.9,,9.7,,9.6,Average number of KS4 entries per non-disadvantaged pupil in 2017
1878,KS4_19,TAVENT_EFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,0.1,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,8.6,7.6,8.5,7.6,7.6,8.1,9.2,,7.8,,8.4,,7.6,Average number of KS4 entries per disadvantaged pupil in 2018
1879,KS4_19,TAVENT_ENFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,0.5,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,9.2,8.4,9.3,8.1,9.7,8.1,9.4,,8,,8.8,,8.5,Average number of KS4 entries per non-disadvantaged pupil in 2018
1880,KS4_19,TAVENT_G_PTQ_EE,,,,,,,,,,,,,,,0.5,NE,,,,,,,,,,,,,,,,,,,,,,,5.9,7.8,7.5,8.8,5.3,6.9,5.2,7.4,,7,,7.2,,7.5,Average number of GCSE entries per pupil
1881,KS4_19,TAVENT_GLO_PTQ_EE,,,,,,,,,,,,,,,0.5,NE,,,,,,,,,,,,,,,,,,,,,,,4.2,5.5,6.1,7.9,5.1,6.3,4.6,6.5,,6.4,,6.3,,5.4,Average number of GCSE entries per pupil with low prior attainment
1882,KS4_19,TAVENT_GAV_PTQ_EE,,,,,,,,,,,,,,,NE,NE,,,,,,,,,,,,,,,,,,,,,,,5.8,7.3,6.9,8,5.2,6.7,5.2,7.2,,6.9,,7,,7.1,Average number of GCSE entries per pupil with middle prior attainment
1883,KS4_19,TAVENT_GHI_PTQ_EE,,,,,,,,,,,,,,,NE,NE,,,,,,,,,,,,,,,,,,,,,,,6.7,8.5,8.6,9.8,5.5,7.5,5.5,7.9,,7.7,,8,,8.5,Average number of GCSE entries per pupil with high prior attainment
1884,KS4_19,TAVENT_GFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,0.1,SUPP,,,,,,,,,,,,,,,,,,,,,,,5.7,7.3,6.6,8.2,5.2,6.6,4.9,7.1,,6.9,,6.8,,6.6,Average number of GCSE entries per disadvantaged pupil
1885,KS4_19,TAVENT_GNFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,0.8,SUPP,,,,,,,,,,,,,,,,,,,,,,,6.1,8,7.7,8.9,5.4,7.2,5.4,7.6,,7.1,,7.5,,7.8,Average number of GCSE entries per non-disadvantaged pupil
1886,KS4_19,TAVENT_GFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,9.1,7.9,9.6,NA,NA,6.8,8.2,,7.4,,8.3,,7.9,Average number of GCSE entries per disadvantaged pupil in 2017
1887,KS4_19,TAVENT_GNFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,9.5,8.4,9.9,NA,NA,7.4,8.7,,7.5,,8.7,,9,Average number of GCSE entries per non-disadvantaged pupil in 2017
1888,KS4_19,TAVENT_GFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,0.1,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,7.6,7,8.5,5.8,5.5,5.9,7.3,,6.4,,7.8,,6.9,Average number of GCSE entries per disadvantaged pupil in 2018
1889,KS4_19,TAVENT_GNFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,0.5,SUPP,,,,,,,,,,,,,,,,,,,,,,,NA,8.6,7.9,9.3,6.1,7.3,5.8,7.6,,6.9,,8.3,,8.1,Average number of GCSE entries per non-disadvantaged pupil in 2018
1890,KS4_19,P8_BANDING,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,5,,4,3,,3,,3,,,Progress 8 banding shown on school performance tables website
1891,KS4_19,P8_BANDING_FULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,KS5_19,YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019,,,,2019,,,,,,,,2019,
1893,KS5_19,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,7,Record type: 1= school or college; 3= sixth form centre/consortium (see separate list of the sixth form centres and consortia and their feeder schools and colleges); 4= Local Authority; 5= National (all schools and colleges); 7= National (state-funded schools and colleges)
1894,KS5_19,ALPHAIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60678,42482,,,,65290,,,,,,,,,Alphabetic index
1895,KS5_19,REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,,,,24,,,,,,,,,Region code (see separate list of region and local authority codes)
1896,KS5_19,LASORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,5,,,,,,,,,Local authority sort code within region
1897,KS5_19,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,330,,,,334,,,,,,,,,LA number
1898,KS5_19,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003,4331,,,,4001,,,,,,,,,Establishment number
1899,KS5_19,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146379,137053,,,,142900,,,,,,,,,Unique Reference Number of establishment
1900,KS5_19,PCON_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E14000812,E14000985,,,,E14000812,,,,,,,,,School parliamentary constituency code
1901,KS5_19,PCON_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meriden,Sutton Coldfield,,,,Meriden,,,,,,,,,School parliamentary constituency name
1902,KS5_19,SCHNAME_AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name of converter academy
1903,KS5_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tudor Grange Academy Kingshurst,Plantsbrook School,,,,WMG Academy for Young Engineers (Solihull),,,,,,,,,School/college name
1904,KS5_19,ADDRESS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooks Lane,Upper Holland Road,,,,Chelmsley Road,,,,,,,,,School/college address (1)
1905,KS5_19,ADDRESS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solihull,,,,,Chelmsley Wood,,,,,,,,,School/college address (2)
1906,KS5_19,ADDRESS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School/college address (3)
1907,KS5_19,TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,Sutton Coldfield,,,,Birmingham,,,,,,,,,Town where school/college is located
1908,KS5_19,PCODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B37 6NU,B72 1RB,,,,B37 5FD,,,,,,,,,School/college postcode
1909,KS5_19,TELNUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01213298300,01213627310,,,,01212893556,,,,,,,,,School/college telephone number 
1910,KS5_19,CONTFLAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,Contingency flag: results significantly affected: 0= not significantly affected; 1= significantly affected
1911,KS5_19,NFTYPE/FESITYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,ACC,,,,UTC,,,,,,,,,School type/FE college type
1912,KS5_19,RELDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,Does not apply,,,,,,,,,Religious character 
1913,KS5_19,ADMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR,NSE,,,,NSE,,,,,,,,,Admissions policy
1914,KS5_19,ADMPOL_PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,OTHER NON SEL,,,,OTHER NON SEL,,,,,,,,,Admissions policy - new definition from 2019 onwards
1915,KS5_19,GEND1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIXED,MIXED,,,,MIXED,,,,,,,,,"Gender of sixth form: girls, boys or mixed"
1916,KS5_19,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,Indicates whether a school/college is a feeder school/college for sixth form centre or consortium:0= not a feeder school/college; 1= feeder school/college
1917,KS5_19,AGERANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 to 18,11 to 18,,,,14 to 19,,,,,,,,,Age range
1918,KS5_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,Closed school/college flag: 0= open; 1= closed
1919,KS5_19,TABKS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school is published in the primary school (Key Stage 2) performance tables:0= No; 1= Yes
1920,KS5_19,TAB15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college is published in the secondary school (Key Stage 4) performance tables: 0= No; 1= Yes
1921,KS5_19,EXAMCONF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college has confirmed their results: blank/null= confirmed; R= not confirmed
1922,KS5_19,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dummy field
1923,KS5_19,TPUP1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,240,,,,148,,,,,,,,,Number of 16-18 year old students in sixth form
1924,KS5_19,TALLPUP_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,124,,,,61,,,,,,,,550933,Number of students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
1925,KS5_19,TALLPUP_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,119,,,,8,,,,,,,,247995,Number of students at the end of 16-18 study who entered for at least one AS or A level qualification
1926,KS5_19,TALLPPE_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,29.55,,,,15.71,,,,,,,,32.87,Average point score per A level entry
1927,KS5_19,TALLPPEGRD_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,C,,,,D-,,,,,,,,C+,Average point score per A level entry expressed as a grade
1928,KS5_19,TINCLUDE_B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,59,,,,NE,,,,,,,,189802,Number of students included in the best 3 A levels measure
1929,KS5_19,TB3PTSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,33.84,,,,NE,,,,,,,,32.89,Average point score in best 3 A level entries
1930,KS5_19,TB3PTSE_GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,C+,,,,NE,,,,,,,,C+,Average point score in best 3 A level entries expressed as a grade
1931,KS5_19,TINCLUDE_AAB_2FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,59,,,,NE,,,,,,,,189788,Number of students included in AAB in 2 facilitating subjects measure
1932,KS5_19,PTAAB_2FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,5.1%,,,,NE,,,,,,,,14.1%,"Percentage of A level students achieving at least three levels at grades AAB or better, at least two of which are in facilitating subjects"
1933,KS5_19,TALLPUP_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,120,,,,8,,,,,,,,252640,Number of students at the end of 16-18 study who entered for at least one advanced (level 3) academic qualification
1934,KS5_19,TALLPPE_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.80,29.84,,,,15.71,,,,,,,,33.02,Average point score per academic entry
1935,KS5_19,TALLPPEGRD_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,C,,,,D-,,,,,,,,C+,Average point score per academic entry expressed as a grade
1936,KS5_19,TALLPUP_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38,,,,NE,,,,,,,,67710,Number of students at the end of 16-18 study who entered for ant least one applied general qualification
1937,KS5_19,TALLPPE_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.93,26.98,,,,NE,,,,,,,,28.89,Average point score per applied general entry
1938,KS5_19,TALLPPEGRD_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit+,Merit+,,,,NE,,,,,,,,Merit+,Average point score per applied general entry expressed as a grade
1939,KS5_19,TALLPUP_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,NE,,,,41,,,,,,,,19431,Number of students at the end of 16-18 study who entered for at least one tech level qualification
1940,KS5_19,TALLPPE_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.96,NE,,,,30.33,,,,,,,,28.64,Average point score per tech level entry
1941,KS5_19,TALLPPEGRD_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit+,NE,,,,Dist-,,,,,,,,Merit+,Average point score per tech level entry expressed as a grade
1942,KS5_19,TTECH_BACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NE,,,,0,,,,,,,,191,"Number of students achieving a TechBacc (ie, a tech level, an extended project qualification and core maths or equivalent maths qualification)"
1943,KS5_19,TALLPUP_TLEVDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,NE,,,,41,,,,,,,,131483,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and applied general
1944,KS5_19,TLEV_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8%,NE,,,,100.0%,,,,,,,,14.8%,Proportion of level 3 vocational students that are tech level students
1945,KS5_19,TALLPUP_AGENDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,38,,,,NE,,,,,,,,175067,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and tech levels
1946,KS5_19,AGEN_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3%,100.0%,,,,NE,,,,,,,,39.1%,Proportion of level 3 vocational students that are applied general students
1947,KS5_19,T_SCOPEEX_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,,,,9,,,,,,,,106083,Number of students at the end of 16-18 study included in the English progress measure
1948,KS5_19,PROGEX_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,SUPP,,,,-0.11,,,,,,,,0.14,Average progress made in English
1949,KS5_19,ENTRY_PER_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9%,100.0%,,,,SUPP,,,,,,,,82.5%,Proportion of students eligible for English progress measures entered for approved exams
1950,KS5_19,T_SCOPEEX_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,9,,,,,,,,140556,Number of students at the end of 16-18 study included in the maths progress measure
1951,KS5_19,PROGEX_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,SUPP,,,,0.33,,,,,,,,0.09,Average progress made in maths
1952,KS5_19,ENTRY_PER_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0%,100.0%,,,,SUPP,,,,,,,,85.2%,Proportion of students eligible for maths progress measures entered for approved exams
1953,KS5_19,TALLPUP_SCOPE_L3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,114,,,,37,,,,,,,,268494,Number of students in scope for level 3 maths measure
1954,KS5_19,L3M_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9%,21.1%,,,,2.7%,,,,,,,,26.7%,Percentage of students in scope for the level 3 maths measure who achieved approved a level 3 maths qualification
1955,KS5_19,T_INSCOPE_ALEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95,,,,3,,,,,,,,239124,Number of students at the end of 16-18 study with an A level core aim
1956,KS5_19,PT_RETAINED_ALEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,96.8%,,,,SUPP,,,,,,,,91.3%,Percentage of A level core aims retained
1957,KS5_19,PT_RET_ASSESSED_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,96.8%,,,,SUPP,,,,,,,,89.5%,Percentage of A Level core aims retained and assessed
1958,KS5_19,T_INSCOPE_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95,,,,3,,,,,,,,236838,Number of students in scope for returned and retained for a second year where core aim is an A Level
1959,KS5_19,PT_RETAINED_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,81.1%,,,,SUPP,,,,,,,,84.7%,Percentage of students who were retained for a second year with an A Level programme core aim
1960,KS5_19,T_INSCOPE_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,95,,,,3,,,,,,,,241598,Number of students at the end of 16-18 study with an academic core aim
1961,KS5_19,PT_RETAINED_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7%,96.8%,,,,SUPP,,,,,,,,91.3%,Percentage of academic core aims retained
1962,KS5_19,PT_RET_ASSESSED_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2%,96.8%,,,,SUPP,,,,,,,,89.3%,Percentage of academic core aims retained and assessed
1963,KS5_19,T_INSCOPE_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,95,,,,3,,,,,,,,239235,Number of students in scope for returned and retained for a second year where core aim is an academic qualification
1964,KS5_19,PT_RETAINED_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2%,81.1%,,,,SUPP,,,,,,,,84.5%,Percentage of students who were retained for a second year with an academic core aim
1965,KS5_19,T_INSCOPE_AGEN_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,,,,NE,,,,,,,,53841,Number of students at the end of 16-18 study with an applied general core aim
