No,Namespace,Variable,James Watt Primary School - 134102,Norfolk House School - 103572,Cannon Hill House 14 Russell Road - 103588,Deykin Avenue Junior and Infant School - 103313,Oasis Academy Boulton - 139242,Grove School - 103392,Bordesley Green Primary School - 103172,Arden Primary School - 103324,Anderton Park Primary School - 103192,St Benedict's Primary School - 103261,Holy Family Catholic Primary School - 103421,Birmingham Muslim School - 133521,Ark Victoria Academy - 141752,St Martin de Porres Catholic Primary School - 103467,The Blue Coat School Birmingham - 103580,Starbank School - 147757,Starbank  School - 103258,English Martyrs' Catholic Primary School - 103425,Chad Vale Primary School - 103332,Greet Primary School - 143090,Shireland Hall Primary Academy - 139875,William Murdoch Primary School - 103317,Wilkes Green Infant School (NC) - 103308,Slade Primary School - 138590,St John's CofE Primary School - 139173,Cape Primary School - 103937,Alston Primary School - 140656,George Dixon Primary School - 103200,St Teresa's Catholic Primary School - 103456,Sladefield Infant School - 103255,Woodbourne Hospital School - 142623,Hamilton School - 103600,King David Primary School - 103444,Waverley School - 142219,Ark Boulton Academy - 140014,King Edward VI Handsworth Grammar School for Boys - 143562,Green Oak Academy - 131164,Spring Hill High School - 134982,Harborne Academy - 136213,Myles Academy - 148644,"Eden Boys' School, Birmingham - 141969",Waverley Studio College - 139788,King Edward's School - 103584,Saltley Academy - 141668,King Edward VI High School for Girls - 103585,V.A.S.E Academy - 147702,King Edward VI Handsworth Wood Girls' Academy - 138937,Prince Albert High School - 148553,George Dixon Academy - 138695,Holyhead School - 137034,National state-funded primary,National state-funded secondary and 16 to 18,Description
2269,KS5_19,T_INSCOPE_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,41,,,SUPP,,,NE,NA,,NA,,SUPP,,26,54,,42060,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2270,KS5_19,T_INSCOPE_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,36,,,SUPP,,,NE,NA,,NA,,15,,21,28,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2271,KS5_19,PT_RETAINED_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7%,,97.6%,,,SUPP,,,NE,NA,,NA,,SUPP,,96.2%,98.1%,,87.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2272,KS5_19,PT_RETAINED_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,100.0%,,,SUPP,,,NE,NA,,NA,,100.0%,,95.2%,96.4%,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2273,KS5_19,T_INSCOPE_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,6,,SUPP,NE,,7677,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2274,KS5_19,T_INSCOPE_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,12,NA,,NA,,SUPP,,NE,30,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2275,KS5_19,PT_RETAINED_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,100.0%,,SUPP,NE,,88.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2276,KS5_19,PT_RETAINED_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,100.0%,NA,,NA,,SUPP,,NE,93.3%,,85.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2277,KS5_19,T_INSCOPE_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,SUPP,,3106,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2278,KS5_19,T_INSCOPE_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2279,KS5_19,PT_RETAINED_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,SUPP,,88.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2280,KS5_19,PT_RETAINED_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,SUPP,,87.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2283,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,85.7%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,86,,,8,,,23,NA,,NA,,34,,15,66,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2286,KS5_19,TALLPUP_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,102,,,17,,,13,NA,,NA,,51,,7,55,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2287,KS5_19,TALLPUP_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,86,,,SUPP,,,NE,NA,,NA,,14,,14,56,,218882,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2288,KS5_19,TALLPUP_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,102,,,10,,,NE,NA,,NA,,30,,SUPP,45,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2289,KS5_19,TALLPPE_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.10,,31.19,,,SUPP,,,NE,NA,,NA,,26.14,,26.05,29.87,,32.83,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2290,KS5_19,TALLPPE_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02,,34.4,,,21.27,,,NE,NA,,NA,,20.96,,SUPP,26.26,,31.79,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2291,KS5_19,TALLPPEGRD_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,SUPP,,,NE,NA,,NA,,C-,,C-,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2292,KS5_19,TALLPPEGRD_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,,C+,,,D,,,NE,NA,,NA,,D,,SUPP,C-,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2293,KS5_19,TALLPUP_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,86,,,SUPP,,,NE,NA,,NA,,15,,14,56,,221769,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2294,KS5_19,TALLPUP_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,102,,,10,,,NE,NA,,NA,,32,,SUPP,45,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2295,KS5_19,TALLPPE_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.10,,31.19,,,SUPP,,,NE,NA,,NA,,25.63,,26.05,29.74,,33.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2296,KS5_19,TALLPPE_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02,,34.4,,,21.27,,,NE,NA,,NA,,22.12,,SUPP,26.25,,31.97,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2297,KS5_19,TALLPPEGRD_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,SUPP,,,NE,NA,,NA,,C-,,C-,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2298,KS5_19,TALLPPEGRD_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,,C+,,,D,,,NE,NA,,NA,,D+,,SUPP,C-,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2299,KS5_19,TALLPUP_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,22,NA,,NA,,11,,SUPP,SUPP,,34320,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2300,KS5_19,TALLPUP_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,9,,,11,NA,,NA,,19,,NE,36,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2301,KS5_19,TALLPPE_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,25.08,NA,,NA,,27.93,,SUPP,SUPP,,28.85,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2302,KS5_19,TALLPPE_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,40.71,,,42.81,NA,,NA,,37.02,,NE,43.53,,36.36,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2303,KS5_19,TALLPPEGRD_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,Merit,NA,,NA,,Merit+,,SUPP,SUPP,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2304,KS5_19,TALLPPEGRD_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,Dist+,,,Dist*-,NA,,NA,,Dist+,,NE,Dist*-,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2305,KS5_19,TALLPUP_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,SUPP,,9706,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2306,KS5_19,TALLPUP_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,11,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2307,KS5_19,TALLPPE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,SUPP,,28.69,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2308,KS5_19,TALLPPE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,45.91,,32.65,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2309,KS5_19,TALLPPEGRD_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,SUPP,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2310,KS5_19,TALLPPEGRD_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,Dist*-,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2311,KS5_19,TALLPUP_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,25305,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2312,KS5_19,TALLPUP_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2313,KS5_19,TALLPPE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,5.79,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2314,KS5_19,TALLPPE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,5.77,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2315,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2316,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2317,KS5_19,T_AIMS_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,4,,10460,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2318,KS5_19,T_AIMS_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,NE,,,NE,,,NE,NA,,NA,,6,,NE,11,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2319,KS5_19,CA_SCORE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,SUPP,,0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2320,KS5_19,CA_SCORE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,NE,NA,,NA,,SUPP,,NE,0.64,,0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2321,KS5_19,T_AIMS_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,11968,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2322,KS5_19,T_AIMS_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2323,KS5_19,CA_SCORE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2324,KS5_19,CA_SCORE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,,,NE,NA,,NA,,NE,,NE,NE,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2325,KS5_19,T_SCOPEEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,8,NA,,NA,,12,,SUPP,SUPP,,65157,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2326,KS5_19,T_SCOPEEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,,,SUPP,NA,,NA,,10,,SUPP,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2327,KS5_19,PROGEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,SUPP,,,1.00,NA,,NA,,0.96,,SUPP,SUPP,,0.17,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2328,KS5_19,PROGEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,,,SUPP,NA,,NA,,0.8,,SUPP,SUPP,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2329,KS5_19,T_SCOPEEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,,,14,NA,,NA,,15,,SUPP,9,,84373,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2330,KS5_19,T_SCOPEEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,8,NA,,NA,,16,,SUPP,SUPP,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2331,KS5_19,PROGEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,,,0.07,NA,,NA,,1.20,,SUPP,0.22,,0.13,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2332,KS5_19,PROGEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,,,0.5,NA,,NA,,0.81,,SUPP,SUPP,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2333,KS5_19,ENTRIES_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,300,,,SUPP,,,NE,NA,,NA,,27,,42,141,,690091,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2334,KS5_19,ENTRIES_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,380,,,32,,,NE,NA,,NA,,61,,13,118,,804666,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2335,KS5_19,VA_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,-0.25,,,SUPP,,,NE,NA,,NA,,-0.06,,0.28,0.20,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2336,KS5_19,VA_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,0.13,,,-0.46,,,NE,NA,,NA,,-0.26,,-0.04,0.19,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2337,KS5_19,UCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,-0.12,,,SUPP,,,NE,NA,,NA,,0.37,,0.62,0.38,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2338,KS5_19,UCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,0.25,,,-0.04,,,NE,NA,,NA,,0.02,,0.56,0.39,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2339,KS5_19,LCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,-0.38,,,SUPP,,,NE,NA,,NA,,-0.48,,-0.07,0.02,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2340,KS5_19,LCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,,0.02,,,-0.87,,,NE,NA,,NA,,-0.55,,-0.63,-0.02,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2341,KS5_19,ENTRIES_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,300,,,SUPP,,,NE,NA,,NA,,31,,42,143,,730342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2342,KS5_19,ENTRIES_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,380,,,32,,,NE,NA,,NA,,75,,13,120,,840605,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2343,KS5_19,VA_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,-0.25,,,SUPP,,,NE,NA,,NA,,-0.13,,0.28,0.19,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2344,KS5_19,VA_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,0.13,,,-0.46,,,NE,NA,,NA,,-0.20,,-0.04,0.19,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2345,KS5_19,UCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,-0.12,,,SUPP,,,NE,NA,,NA,,0.28,,0.62,0.37,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2346,KS5_19,UCI_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,0.25,,,-0.04,,,NE,NA,,NA,,0.07,,0.56,0.39,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2347,KS5_19,LCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,-0.38,,,SUPP,,,NE,NA,,NA,,-0.54,,-0.07,0.01,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
