No,Namespace,Variable,"St George's Church of England Academy, Newtown - 139126",Arc Oakbridge School - 145859,St Chad's Catholic Primary School - 103435,St Chad's Catholic Primary School - 148440,King Solomon International Business School - 149155,St Vincent's Catholic Primary School - 103417,St Matthew's CofE Primary School - 103404,St Catherine of Siena Catholic Primary School - 103433,Chilwell Croft Academy - 138395,St Thomas CofE Academy - 142375,King Solomon International Business School - 141943,Nelson Junior and Infant School - 103237,St Anne's Catholic Primary School - 103434,Chandos Primary School - 143908,Harper Bell Seventh-day Adventist School - 136440,Bordesley Village Primary School - 144337,James Brindley School - 139526,Brookfields Primary School - 146437,Brookfields Primary School - 103175,Cromwell Junior and Infant School - 143563,Calthorpe Academy - 141252,Oasis Academy Woodview - 139128,Lozells Junior and Infant School and Nursery - 103227,Mayfield School - 148225,Aston Tower Community Primary School - 142686,Regents Park Community Primary School - 103193,St Joseph's Catholic Primary School - 103436,St Joseph's Catholic Primary School - 148441,Birmingham Ormiston Academy - 136944,Blackwater Academy - 143039,Aston University Engineering Academy - 138222,Central Academy - 138200,South and City College Birmingham - 130461,City United Academy (CUA) - 137819,Heartlands Academy - 135907,Avecinna Academy - 140382,Archway Academy - 135406,Aston Manor Academy - 136882,City Academy - 148187,City Academy Birmingham - 139797,Jewellery Quarter Academy - 141003,Nishkam High School - 138586,Values Academy - 132743,Newbury Independent School - 143174,Ark St Alban's Academy - 135970,Camp Hill Education - 146999,Central Birmingham Education Centre - 144820,Birmingham Metropolitan College - 130466,The National College for Advanced Transport and Infrastructure - 148721,The National College for Advanced Transport and Infrastructure - 144789,National state-funded primary,National state-funded secondary and 16 to 18,Description
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,149,,NE,,,NE,,,,NE,,,NE,,,91,,,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,130,,NE,,,NE,,,,NE,,,NE,,,94,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2283,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,87.2%,,NE,,,NE,,,,NE,,,NE,,,87.9%,,,,85.7%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,84.6%,,NE,,,NE,,,,NE,,,NE,,,80.9%,,,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,90,,939,,11,,,26,,,,SUPP,,,14,,,2409,,,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2286,KS5_19,TALLPUP_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,71,,677,,9,,,33,,,,SUPP,,,13,,,2439,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2287,KS5_19,TALLPUP_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,48,,40,,8,,,11,,,,SUPP,,,7,,,335,,,,218882,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2288,KS5_19,TALLPUP_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,41,,SUPP,,9,,,11,,,,SUPP,,,11,,,364,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2289,KS5_19,TALLPPE_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15,,16.82,,20.31,,22.22,,,40.87,,,,SUPP,,,28.78,,,21.97,,,,32.83,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2290,KS5_19,TALLPPE_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,22.45,,SUPP,,28.05,,,31.79,,,,SUPP,,,29.42,,,22.4,,,,31.79,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2291,KS5_19,TALLPPEGRD_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,,D-,,D,,D+,,,B,,,,SUPP,,,C,,,D+,,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2292,KS5_19,TALLPPEGRD_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,D+,,SUPP,,C-,,,C+,,,,SUPP,,,C,,,D+,,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2293,KS5_19,TALLPUP_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,56,,40,,8,,,11,,,,SUPP,,,7,,,335,,,,221769,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2294,KS5_19,TALLPUP_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,42,,SUPP,,9,,,12,,,,SUPP,,,11,,,364,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2295,KS5_19,TALLPPE_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15,,16.87,,20.64,,21.62,,,40.87,,,,SUPP,,,28.78,,,21.97,,,,33.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2296,KS5_19,TALLPPE_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,22.33,,SUPP,,28.05,,,31.77,,,,SUPP,,,29.54,,,22.4,,,,31.97,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2297,KS5_19,TALLPPEGRD_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,,D-,,D,,D,,,B,,,,SUPP,,,C,,,D+,,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2298,KS5_19,TALLPPEGRD_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,D+,,SUPP,,C-,,,C+,,,,SUPP,,,C,,,D+,,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2299,KS5_19,TALLPUP_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,NE,,13,,SUPP,,,8,,,,NE,,,SUPP,,,61,,,,34320,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2300,KS5_19,TALLPUP_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,NE,,82,,SUPP,,,22,,,,NE,,,SUPP,,,872,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2301,KS5_19,TALLPPE_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.23,,NE,,27.67,,SUPP,,,38.24,,,,NE,,,SUPP,,,20.89,,,,28.85,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2302,KS5_19,TALLPPE_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.71,,NE,,30.16,,SUPP,,,43.99,,,,NE,,,SUPP,,,30.2,,,,36.36,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2303,KS5_19,TALLPPEGRD_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist*-,,NE,,Merit+,,SUPP,,,Dist+,,,,NE,,,SUPP,,,Merit-,,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2304,KS5_19,TALLPPEGRD_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist*,,NE,,Dist-,,SUPP,,,Dist*-,,,,NE,,,SUPP,,,Dist-,,,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2305,KS5_19,TALLPUP_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,35,,SUPP,,,SUPP,,,,NE,,,NE,,,84,,,,9706,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2306,KS5_19,TALLPUP_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,37,,114,,SUPP,,,10,,,,NE,,,NE,,,295,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2307,KS5_19,TALLPPE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,16.90,,SUPP,,,SUPP,,,,NE,,,NE,,,30.16,,,,28.69,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2308,KS5_19,TALLPPE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.69,,43.46,,29.58,,SUPP,,,45.38,,,,NE,,,NE,,,31.28,,,,32.65,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2309,KS5_19,TALLPPEGRD_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,Pass+,,SUPP,,,SUPP,,,,NE,,,NE,,,Dist-,,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2310,KS5_19,TALLPPEGRD_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist*,,Dist*-,,Merit+,,SUPP,,,Dist*-,,,,NE,,,NE,,,Dist-,,,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2311,KS5_19,TALLPUP_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,132,,NE,,,NE,,,,NE,,,NE,,,185,,,,25305,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2312,KS5_19,TALLPUP_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,94,,NE,,,NE,,,,NE,,,NE,,,142,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2313,KS5_19,TALLPPE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,5.90,,NE,,,NE,,,,NE,,,NE,,,5.83,,,,5.79,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2314,KS5_19,TALLPPE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,5.85,,NE,,,NE,,,,NE,,,NE,,,5.86,,,,5.77,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2315,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,SUPP,,L2Merit,,NE,,,NE,,,,NE,,,NE,,,L2Merit-,,,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2316,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,L2Merit,,NE,,,NE,,,,NE,,,NE,,,L2Merit,,,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2317,KS5_19,T_AIMS_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,NE,,39,,1,,,1,,,,NE,,,NE,,,106,,,,10460,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2318,KS5_19,T_AIMS_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,46,,78,,3,,,7,,,,NE,,,NE,,,281,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2319,KS5_19,CA_SCORE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,-0.23,,SUPP,,,SUPP,,,,NE,,,NE,,,-0.13,,,,0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2320,KS5_19,CA_SCORE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,0.51,,-0.3,,SUPP,,,1.53,,,,NE,,,NE,,,0.02,,,,0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2321,KS5_19,T_AIMS_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,52,,NE,,,NE,,,,NE,,,NE,,,84,,,,11968,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2322,KS5_19,T_AIMS_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,28,,NE,,,NE,,,,NE,,,NE,,,45,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2323,KS5_19,CA_SCORE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,0.22,,NE,,,NE,,,,NE,,,NE,,,-0.39,,,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2324,KS5_19,CA_SCORE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,-0.04,,NE,,,NE,,,,NE,,,NE,,,-0.38,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2325,KS5_19,T_SCOPEEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,11,,421,,NE,,,SUPP,,,,NE,,,NE,,,688,,,,65157,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2326,KS5_19,T_SCOPEEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,353,,NE,,,SUPP,,,,NE,,,NE,,,575,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2327,KS5_19,PROGEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,0.70,,0.18,,NE,,,SUPP,,,,NE,,,NE,,,0.08,,,,0.17,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2328,KS5_19,PROGEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,-0.11,,NE,,,SUPP,,,,NE,,,NE,,,-0.06,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2329,KS5_19,T_SCOPEEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,6,,468,,SUPP,,,6,,,,NE,,,NE,,,823,,,,84373,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2330,KS5_19,T_SCOPEEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,SUPP,,386,,SUPP,,,8,,,,NE,,,NE,,,735,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2331,KS5_19,PROGEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,0.67,,-0.13,,SUPP,,,0.67,,,,NE,,,NE,,,0.00,,,,0.13,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2332,KS5_19,PROGEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,SUPP,,0,,SUPP,,,0.38,,,,NE,,,NE,,,-0.07,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2333,KS5_19,ENTRIES_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,94,,100,,18,,,23,,,,60,,,26,,,928,,,,690091,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2334,KS5_19,ENTRIES_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,100,,SUPP,,22,,,23,,,,47,,,32,,,1070,,,,804666,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2335,KS5_19,VA_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,,-0.83,,-0.85,,-0.68,,,0.80,,,,0.00,,,-0.08,,,-0.26,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2336,KS5_19,VA_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,,-0.34,,SUPP,,-0.15,,,0.57,,,,-0.08,,,0.03,,,-0.30,,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2337,KS5_19,UCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,,-0.59,,-0.63,,-0.19,,,1.23,,,,0.28,,,0.35,,,-0.19,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2338,KS5_19,UCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40,,-0.09,,SUPP,,0.32,,,1.04,,,,0.26,,,0.42,,,-0.23,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2339,KS5_19,LCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,,-1.07,,-1.07,,-1.16,,,0.37,,,,-0.28,,,-0.50,,,-0.33,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2340,KS5_19,LCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70,,-0.58,,SUPP,,-0.63,,,0.10,,,,-0.42,,,-0.37,,,-0.37,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2341,KS5_19,ENTRIES_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,105,,106,,19,,,23,,,,63,,,26,,,928,,,,730342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2342,KS5_19,ENTRIES_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,103,,SUPP,,22,,,24,,,,49,,,33,,,1070,,,,840605,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2343,KS5_19,VA_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,,-0.79,,-0.82,,-0.71,,,0.80,,,,0.01,,,-0.08,,,-0.26,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2344,KS5_19,VA_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,,-0.34,,SUPP,,-0.15,,,0.54,,,,-0.08,,,0.04,,,-0.30,,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2345,KS5_19,UCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,,-0.56,,-0.60,,-0.23,,,1.23,,,,0.28,,,0.35,,,-0.19,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2346,KS5_19,UCI_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40,,-0.09,,SUPP,,0.32,,,1.00,,,,0.25,,,0.44,,,-0.23,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2347,KS5_19,LCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,,-1.03,,-1.04,,-1.18,,,0.37,,,,-0.27,,,-0.50,,,-0.33,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2348,KS5_19,LCI_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70,,-0.58,,SUPP,,-0.63,,,0.08,,,,-0.41,,,-0.35,,,-0.37,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2349,KS5_19,ENTRIES_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,NE,,13,,SUPP,,,9,,,,NE,,,SUPP,,,62,,,,42126,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2350,KS5_19,ENTRIES_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,NE,,73,,SUPP,,,32,,,,NE,,,6,,,894,,,,105262,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2351,KS5_19,VA_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,NE,,-0.09,,SUPP,,,0.46,,,,NE,,,SUPP,,,-0.10,,,,0.02,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2352,KS5_19,VA_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,NE,,-0.25,,SUPP,,,0.78,,,,NE,,,0.59,,,-0.37,,,,0.03,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2353,KS5_19,UCI_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,NE,,0.34,,SUPP,,,1.05,,,,NE,,,SUPP,,,0.16,,,,0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2354,KS5_19,UCI_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,NE,,0.01,,SUPP,,,1.20,,,,NE,,,1.51,,,-0.28,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2355,KS5_19,LCI_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,NE,,-0.52,,SUPP,,,-0.13,,,,NE,,,SUPP,,,-0.35,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2356,KS5_19,LCI_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,NE,,-0.51,,SUPP,,,0.35,,,,NE,,,-0.33,,,-0.45,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2357,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,65,,37,,7,,,9,,,,SUPP,,,6,,,315,,,,213164,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2358,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,22,,NE,,6,,,SUPP,,,,SUPP,,,9,,,271,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
