No,Namespace,Variable,Al-Ameen Primary School - 130244,Rookery School - 137168,St Matthew's CofE Primary School - 104000,Moseley Church of England Primary School - 103398,Brookvale Primary School - 139465,Thornton Primary School - 103268,Cherry Orchard Primary School - 103178,Ward End Primary School - 103217,Uffculme School - 103605,St Philip's Catholic Primary School - 141929,Redhill Primary School - 103247,Victoria Park Primary - 138033,"St James Church of England Primary School, Handsworth - 103401",Erdington Hall Primary School - 138194,St Bernadette's Catholic Primary School - 103460,Shireland Technology Primary School - 147191,St Mary and St John Junior and Infant School - 146268,Harborne Primary School - 132261,St Mary and St John Junior and Infant School - 103442,"The Olive School, Birmingham - 142888",Springfield Primary Academy - 144722,Springfield Primary School - 134083,St Augustine's Catholic Primary School - 103431,Wattville Primary School - 132201,Al-Furqan Primary School - 131465,The Pines Special School - 103622,St Mary's Catholic Primary School - 103438,Marsh Hill Primary School - 103233,Kings Heath Primary School - 134098,St Cuthbert's RC Junior and Infant (NC) School - 103470,Moor Green Primary Academy - 139000,Washwood Heath Academy - 139888,Tiverton Academy - 139439,St Edward's Catholic Primary School - 103447,Bearwood Primary School - 103933,Oasis Academy Hobmoor - 139214,"Eden Girls'  Leadership Academy, Birmingham - 147201",Flexible Learning School - 135561,Queensbridge School - 103497,Fox Hollies School and Performing Arts College - 103625,Shireland Collegiate Academy - 135170,Ward End Community College - 135238,Yardleys School - 139994,Stockland Green School - 138137,Lordswood Boys' School - 145120,Lordswood Girls' School and Sixth Form Centre - 136592,Moseley School and Sixth Form - 103519,Erdington Academy - 143413,Queensbury School - 146858,Queensbury School - 103616,National state-funded primary,National state-funded secondary and 16 to 18,Description
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,NE,NE,,,,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2283,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,NE,NE,,,,,85.7%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2284,KS5_19,PT_RETAINED_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,83.4%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2285,KS5_19,TALLPUP_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,44,,,,,94,28,,,,,401294,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2286,KS5_19,TALLPUP_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,71,,,,,76,46,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2287,KS5_19,TALLPUP_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,33,,,,,70,19,,,,,218882,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2288,KS5_19,TALLPUP_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,53,,,,,50,33,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2289,KS5_19,TALLPPE_ALEV_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.43,,,,,,,,,27.34,,,,,27.81,33.91,,,,,32.83,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2290,KS5_19,TALLPPE_ALEV_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,28.81,,,,,29,26.27,,,,,31.79,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2291,KS5_19,TALLPPEGRD_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,C-,,,,,C-,C+,,,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2292,KS5_19,TALLPPEGRD_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-,,,,,,,,,C,,,,,C,C-,,,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2293,KS5_19,TALLPUP_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,33,,,,,70,19,,,,,221769,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2294,KS5_19,TALLPUP_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,53,,,,,51,33,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2295,KS5_19,TALLPPE_ACAD_1618_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.43,,,,,,,,,27.34,,,,,27.81,33.91,,,,,33.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2296,KS5_19,TALLPPE_ACAD_1618_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,28.81,,,,,28.64,26.27,,,,,31.97,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2297,KS5_19,TALLPPEGRD_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,C-,,,,,C-,C+,,,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2298,KS5_19,TALLPPEGRD_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-,,,,,,,,,C,,,,,C,C-,,,,,C+,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2299,KS5_19,TALLPUP_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,20,,,,,27,10,,,,,34320,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2300,KS5_19,TALLPUP_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,35,,,,,43,11,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2301,KS5_19,TALLPPE_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,26.96,,,,,29.27,28.67,,,,,28.85,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2302,KS5_19,TALLPPE_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73,,,,,,,,,39.82,,,,,38.51,39.76,,,,,36.36,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2303,KS5_19,TALLPPEGRD_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,Merit+,,,,,Merit+,Merit+,,,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2304,KS5_19,TALLPPEGRD_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist+,,,,,,,,,Dist+,,,,,Dist+,Dist+,,,,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2305,KS5_19,TALLPUP_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,8,NE,,,,,9706,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2306,KS5_19,TALLPUP_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,SUPP,,,,,SUPP,NE,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2307,KS5_19,TALLPPE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,31.06,NE,,,,,28.69,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2308,KS5_19,TALLPPE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,SUPP,,,,,SUPP,NE,,,,,32.65,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2309,KS5_19,TALLPPEGRD_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,Dist-,NE,,,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2310,KS5_19,TALLPPEGRD_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,SUPP,,,,,SUPP,NE,,,,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2311,KS5_19,TALLPUP_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,6,,,,,NE,NE,,,,,25305,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2312,KS5_19,TALLPUP_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2313,KS5_19,TALLPPE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,4.43,,,,,NE,NE,,,,,5.79,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2314,KS5_19,TALLPPE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,5.77,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2315,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,L1Dist+,,,,,NE,NE,,,,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2316,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2317,KS5_19,T_AIMS_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,1,,,,,8,NE,,,,,10460,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2318,KS5_19,T_AIMS_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,4,NE,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2319,KS5_19,CA_SCORE_TLEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,SUPP,,,,,1.36,NE,,,,,0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2320,KS5_19,CA_SCORE_TLEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,SUPP,,,,,SUPP,NE,,,,,0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2321,KS5_19,T_AIMS_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,11,,,,,NE,NE,,,,,11968,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2322,KS5_19,T_AIMS_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2323,KS5_19,CA_SCORE_TECHCERT_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,-0.41,,,,,NE,NE,,,,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2324,KS5_19,CA_SCORE_TECHCERT_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,NE,,,,,NE,NE,,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2325,KS5_19,T_SCOPEEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,14,,,,,18,SUPP,,,,,65157,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2326,KS5_19,T_SCOPEEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,12,,,,,21,7,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2327,KS5_19,PROGEX_E_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,0.43,,,,,0.73,SUPP,,,,,0.17,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2328,KS5_19,PROGEX_E_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,0.5,,,,,0.91,0.86,,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2329,KS5_19,T_SCOPEEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,16,,,,,19,10,,,,,84373,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2330,KS5_19,T_SCOPEEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,15,,,,,21,10,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2331,KS5_19,PROGEX_M_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,0.00,,,,,-0.06,0.60,,,,,0.13,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2332,KS5_19,PROGEX_M_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,0.68,,,,,0.83,0.2,,,,,0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2333,KS5_19,ENTRIES_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,84,,,,,173,49,,,,,690091,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2334,KS5_19,ENTRIES_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,162,,,,,131,82,,,,,804666,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2335,KS5_19,VA_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,,,,,,,,,-0.07,,,,,-0.05,0.55,,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2336,KS5_19,VA_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,,,,,,,0.21,,,,,-0.07,-0.18,,,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2337,KS5_19,UCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,,,,,,,0.16,,,,,0.11,0.86,,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2338,KS5_19,UCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,0.39,,,,,0.12,0.08,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2339,KS5_19,LCI_INS_ALEV_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96,,,,,,,,,-0.31,,,,,-0.21,0.25,,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2340,KS5_19,LCI_INS_ALEV_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,,,,,,,,,0.03,,,,,-0.26,-0.45,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2341,KS5_19,ENTRIES_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,84,,,,,173,49,,,,,730342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2342,KS5_19,ENTRIES_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,162,,,,,136,82,,,,,840605,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2343,KS5_19,VA_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,,,,,,,,,-0.07,,,,,-0.05,0.55,,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2344,KS5_19,VA_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,,,,,,,0.21,,,,,-0.09,-0.18,,,,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2345,KS5_19,UCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,,,,,,,0.16,,,,,0.11,0.86,,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2346,KS5_19,UCI_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,0.39,,,,,0.09,0.08,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2347,KS5_19,LCI_INS_ACAD_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96,,,,,,,,,-0.31,,,,,-0.21,0.25,,,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2348,KS5_19,LCI_INS_ACAD_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73,,,,,,,,,0.03,,,,,-0.28,-0.45,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2349,KS5_19,ENTRIES_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,29,,,,,28,15,,,,,42126,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2350,KS5_19,ENTRIES_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,62,,,,,55,18,,,,,105262,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2351,KS5_19,VA_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,-0.07,,,,,-0.13,0.30,,,,,0.02,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2352,KS5_19,VA_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,0.46,,,,,0.09,-0.03,,,,,0.03,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2353,KS5_19,UCI_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,0.22,,,,,0.23,0.71,,,,,0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2354,KS5_19,UCI_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,0.77,,,,,0.41,0.55,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2355,KS5_19,LCI_INS_AGEN_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,-0.36,,,,,-0.49,-0.11,,,,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2356,KS5_19,LCI_INS_AGEN_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,,,,,,,,,0.15,,,,,-0.23,-0.61,,,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2357,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,27,,,,,46,17,,,,,213164,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2358,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,39,,,,,SUPP,15,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2359,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,,,,,,92.6%,,,,,97.8%,94.1%,,,,,93.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
