No,Namespace,Variable,Silvertrees Academy - 140792,Reaside Academy - 139002,Northfield Road Primary School - 147155,Northfield Road Primary School - 103775,Hydesville Tower School - 104266,Four Oaks Primary School - 131920,St Edward's Catholic Primary School - 125707,St Edward's Catholic Primary School - 148125,Glebefields Primary School - 103925,St Pauls Church of England Academy - 140921,St James Catholic Primary School - 141820,Kings Hill Primary School - 104179,Woodlands - 145224,St Mary of the Angels Catholic Primary School - 104240,Hill West Primary School - 139520,Dudley Wood Primary School - 144078,Wednesbury Oak Academy - 140793,Salisbury Primary School - 104178,Lutley Primary School - 143783,Cradley CofE Primary School - 103846,Moorcroft Wood Primary School - 135016,Butts Primary School - 104147,St Patricks Church of England Primary Academy - 136320,Colley Lane Primary Academy - 142964,Romsley St Kenelm's CofE Primary School - 116846,West Midlands Education and Skills - 146563,Little Sutton Primary School - 103388,"St Patrick's Catholic Primary School, Walsall - 104233",Emmanuel School - 130323,Birchills Church of England Community Academy - 139435,St Martin's Church of England Primary School - 141825,Cooper and Jordan Church of England Primary School - 132073,Netherton CofE Primary School - 144418,Pinfold Street Primary School - 104176,Blowers Green Primary School - 103771,Blowers Green Primary School - 147708,Beaconside Primary and Nursery School - 116768,Little Aston Primary Academy - 148285,Little Aston Primary School - 124127,Caslon Primary Community  School - 103801,Holywell Primary and Nursery School - 132060,Gospel Oak School - 135599,St Francis of Assisi Catholic College - 104255,Aldridge School - A Science College - 137974,Queen Mary's High School - 136777,The Link Academy - 144952,Bloomfield School - 135518,West Walsall E-ACT Academy - 138374,Walsall College - 130483,Dudley College of Technology - 130475,National state-funded primary,National state-funded secondary and 16 to 18,Description
2206,KS5_19,TALLPPEGRD_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,D-,D,C-,,,D+,SUPP,D+,,C-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2207,KS5_19,TALLPUP_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,14,,10491,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2208,KS5_19,TALLPUP_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,SUPP,6,NE,,,SUPP,138,101,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2209,KS5_19,TALLPPE_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,28.27,,27.27,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2210,KS5_19,TALLPPE_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55,SUPP,47.5,NE,,,SUPP,28.53,28.64,,33.83,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2211,KS5_19,TALLPPEGRD_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,Merit+,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2212,KS5_19,TALLPPEGRD_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist,SUPP,Dist*,NE,,,SUPP,Merit+,Merit+,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2213,KS5_19,TALLPUP_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,SUPP,9,,2985,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2214,KS5_19,TALLPUP_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,109,84,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2215,KS5_19,TALLPPE_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,SUPP,22.46,,26.26,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2216,KS5_19,TALLPPE_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,27.22,30.87,,30.93,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2217,KS5_19,TALLPPEGRD_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,SUPP,Merit-,,Merit,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2218,KS5_19,TALLPPEGRD_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,Merit+,Dist-,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2219,KS5_19,TALLPUP_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,99,94,,12343,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2220,KS5_19,TALLPUP_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,122,85,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2221,KS5_19,TALLPPE_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,5.94,5.69,,5.72,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2222,KS5_19,TALLPPE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,5.93,5.71,,5.72,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2223,KS5_19,TALLPPEGRD_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,L2Merit,L2Merit-,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2224,KS5_19,TALLPPEGRD_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,L2Merit,L2Merit-,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2225,KS5_19,T_AIMS_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NE,1,NE,,,NE,2,16,,3581,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2226,KS5_19,T_AIMS_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,NE,,,NE,89,70,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2227,KS5_19,CA_SCORE_TLEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,NE,SUPP,NE,,,NE,SUPP,-0.75,,-0.25,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2228,KS5_19,CA_SCORE_TLEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,-0.17,-0.09,,-0.24,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2229,KS5_19,T_AIMS_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,2,NE,,,NE,33,48,,6934,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2230,KS5_19,T_AIMS_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,40,28,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2231,KS5_19,CA_SCORE_TECHCERT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,SUPP,NE,,,NE,-0.18,0.04,,-0.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2232,KS5_19,CA_SCORE_TECHCERT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,-0.41,-0.17,,-0.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2233,KS5_19,T_SCOPEEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,NE,NE,,,SUPP,329,322,,47613,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2234,KS5_19,T_SCOPEEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,NE,NE,NE,,,NE,456,263,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2235,KS5_19,PROGEX_E_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,NE,NE,,,SUPP,-0.39,-0.36,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2236,KS5_19,PROGEX_E_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,NE,NE,NE,,,NE,-0.21,-0.58,,-0.16,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2237,KS5_19,T_SCOPEEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,SUPP,SUPP,NE,,,SUPP,387,399,,58707,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2238,KS5_19,T_SCOPEEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,SUPP,NE,NE,,,SUPP,517,310,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2239,KS5_19,PROGEX_M_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,SUPP,SUPP,NE,,,SUPP,-0.34,-0.50,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2240,KS5_19,PROGEX_M_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,SUPP,NE,NE,,,SUPP,-0.14,-0.51,,-0.12,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2241,KS5_19,ENTRIES_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,27,59,36,,,11,NE,236,,122816,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2242,KS5_19,ENTRIES_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,21,41,87,,,17,NE,224,,138829,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2243,KS5_19,VA_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.37,0.05,-0.68,,,-0.69,NE,-0.31,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2244,KS5_19,VA_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.73,-0.49,-0.37,,,-0.26,NE,-0.31,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2245,KS5_19,UCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.08,0.35,-0.29,,,0.01,NE,-0.16,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2246,KS5_19,UCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.23,-0.14,-0.11,,,0.31,NE,-0.16,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2247,KS5_19,LCI_INS_ALEV_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.81,-0.26,-1.06,,,-1.40,NE,-0.46,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2248,KS5_19,LCI_INS_ALEV_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-1.23,-0.84,-0.63,,,-0.84,NE,-0.47,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2249,KS5_19,ENTRIES_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,27,59,40,,,11,SUPP,241,,128633,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2250,KS5_19,ENTRIES_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21,41,91,,,17,SUPP,227,,143775,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2251,KS5_19,VA_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70,-0.37,0.05,-0.66,,,-0.69,SUPP,-0.31,,-0.09,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2252,KS5_19,VA_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,-0.73,-0.49,-0.36,,,-0.26,SUPP,-0.32,,-0.07,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2253,KS5_19,UCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,0.08,0.35,-0.28,,,0.01,SUPP,-0.16,,-0.08,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2254,KS5_19,UCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,-0.23,-0.14,-0.11,,,0.31,SUPP,-0.16,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2255,KS5_19,LCI_INS_ACAD_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.14,-0.81,-0.26,-1.04,,,-1.40,SUPP,-0.46,,-0.10,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2256,KS5_19,LCI_INS_ACAD_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.21,-1.23,-0.84,-0.62,,,-0.84,SUPP,-0.47,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2257,KS5_19,ENTRIES_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,14,,13321,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2258,KS5_19,ENTRIES_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,SUPP,7,NE,,,SUPP,153,101,,35969,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2259,KS5_19,VA_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,-0.10,,-0.03,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2260,KS5_19,VA_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,SUPP,0.87,NE,,,SUPP,-0.54,-0.46,,-0.08,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2261,KS5_19,UCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,0.31,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2262,KS5_19,UCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,SUPP,1.82,NE,,,SUPP,-0.34,-0.24,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2263,KS5_19,LCI_INS_AGEN_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,-0.51,,-0.04,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2264,KS5_19,LCI_INS_AGEN_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,SUPP,-0.07,NE,,,SUPP,-0.74,-0.69,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2265,KS5_19,T_INSCOPE_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,7,20,12,,,SUPP,NE,74,,41679,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2266,KS5_19,T_INSCOPE_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,8,8,19,,,SUPP,NE,62,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2267,KS5_19,PT_RETAINED_ALEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,100.0%,95.0%,83.3%,,,SUPP,NE,91.9%,,87.3%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2268,KS5_19,PT_RETAINED_ALEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,75.0%,100.0%,100.0%,,,SUPP,NE,91.9%,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2269,KS5_19,T_INSCOPE_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,20,12,,,SUPP,SUPP,74,,42060,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2270,KS5_19,T_INSCOPE_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,8,8,19,,,SUPP,NE,62,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2271,KS5_19,PT_RETAINED_ACAD_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,100.0%,95.0%,83.3%,,,SUPP,SUPP,91.9%,,87.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2272,KS5_19,PT_RETAINED_ACAD_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,75.0%,100.0%,100.0%,,,SUPP,NE,91.9%,,91.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2273,KS5_19,T_INSCOPE_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,17,,7677,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2274,KS5_19,T_INSCOPE_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,NE,SUPP,NE,,,SUPP,141,110,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2275,KS5_19,PT_RETAINED_AGEN_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,NE,,,NE,NE,82.4%,,88.2%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2276,KS5_19,PT_RETAINED_AGEN_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2%,NE,SUPP,NE,,,SUPP,86.5%,85.5%,,85.6%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2277,KS5_19,T_INSCOPE_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,NE,SUPP,NE,,,NE,SUPP,13,,3106,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2278,KS5_19,T_INSCOPE_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,105,91,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2279,KS5_19,PT_RETAINED_TLEV_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,NE,SUPP,NE,,,NE,SUPP,84.6%,,88.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2280,KS5_19,PT_RETAINED_TLEV_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,SUPP,NE,,,NE,93.3%,90.1%,,87.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2281,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,97,107,,14800,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2282,KS5_19,T_INSCOPE_TECHCERT_RET_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,,,NE,132,70,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
