No,Namespace,Variable,Mayfield School - 103619,St John's & St Peter's CofE Academy - 138883,St Edmund's Catholic Primary School - 103440,West House School - 103575,Percy Shurmer Academy - 138410,St Francis Catholic Primary School - 103437,Anglesey Primary School - 132074,Adderley Primary School - 103159,Prince Albert Junior and Infant School - 142230,Mansfield Green E-ACT Academy - 138998,The Oratory Roman Catholic Primary School - 103427,Wyndcliffe Primary School - 141319,Christ Church CofE Controlled Primary School and Nursery - 103397,St George's School Edgbaston - 103564,Heath Mount Primary School - 103333,St Clement's Church of England Academy - 138432,The Lambs Christian School - 134091,St George's Church of England Primary School - 139267,The Wisdom Academy - 135882,St Patrick's Catholic Primary School - 103439,Manor Park Primary Academy - 141977,St Saviour's C of E Primary School - 103406,Al-Hijrah School - 133306,Iqra Girls High School - 145186,Ladypool Primary School - 103265,Heathfield Primary School - 142231,Hallfield School - 103568,Barford Primary School - 103162,Priory School - 103566,Holte School - 103509,Hazrat Khadijatul Kubra Girls School - 136123,Birmingham Independent College - 143418,Heritage Academy - 147038,King Edward VI Aston School - 137043,Mander Portman Woodward Independent College - 103587,Orion School - 147234,Future First Independent School - 135422,Green Heath School - 135688,R.Y.A.N Education Academy - 139706,Hopwood Hall School - 146780,Holy Trinity Catholic School - 103538,Holy Trinity Catholic School - 144719,Bordesley Green Girls' School & Sixth Form - 103493,Birchfield Independent Girls' School - 103591,Al Huda Girls' School - 103595,Small Heath Leadership Academy - 144464,Redstone Academy for Girls - 148157,Redstone  Academy for Boys - 137560,BOA Stage and Screen Production Academy - 148635,Joseph Chamberlain Sixth Form College - 130468,National state-funded primary,National state-funded secondary and 16 to 18,Description
2063,KS5_19,LCI_INS_ACAD,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,-0.67,-0.76,,,,-0.15,0.24,,,,,,,,-0,SUPP,NA,,,,,0.08,,-0.02,Academic value added lower confidence limit
2064,KS5_19,PROGRESS_BAND_ACAD,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,5,,,,3,2,,,,,,,,3,NA,NA,,,,,2,,NA,Academic progress band
2065,KS5_19,ENTRIES_AGEN,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,NE,76,,,,NE,NE,,,,,,,,55,NE,NA,,,,,44,,84296,Number of applied general entries included in value added measure
2066,KS5_19,VA_INS_AGEN,,,,,,,,,,,,,,-0.67,,,,,,,,,,,,,,,NE,0.04,,,,NE,NE,,,,,,,,0.74,NE,NA,,,,,0.04,,0.01,Applied general value added score
2067,KS5_19,UCI_INS_AGEN,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,NE,0.23,,,,NE,NE,,,,,,,,1,NE,NA,,,,,0.31,,0.01,Applied general value added upper confidence limit
2068,KS5_19,LCI_INS_AGEN,,,,,,,,,,,,,,-1.26,,,,,,,,,,,,,,,NE,-0.16,,,,NE,NE,,,,,,,,0.48,NE,NA,,,,,-0.24,,0,Applied general value added lower confidence limit
2069,KS5_19,PROGRESS_BAND_AGEN,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,NA,3,,,,NA,NA,,,,,,,,1,NA,NA,,,,,3,,NA,Applied general progress band
2070,KS5_19,ENTRIES_ALEV_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,83,,,,97,NA,,,,,,,,166,NA,NA,,,,,725,,107314,Number of A level entries by disadvantaged students included in value added measure
2071,KS5_19,VA_INS_ALEV_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.61,,,,-0.16,NA,,,,,,,,0.23,NA,NA,,,,,0.08,,-0.12,A level value added score for disadvantaged students
2072,KS5_19,UCI_INS_ALEV_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.37,,,,0.09,NA,,,,,,,,0.41,NA,NA,,,,,0.17,,-0.11,A level  value added upper confidence limit for disadvantaged students
2073,KS5_19,LCI_INS_ALEV_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.85,,,,-0.41,NA,,,,,,,,0.05,NA,NA,,,,,-0,,-0.13,A level value added lower confidence limit for disadvantaged students
2074,KS5_19,ENTRIES_ACAD_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,96,,,,100,NA,,,,,,,,177,NA,NA,,,,,738,,113622,Number of academic entries by disadvantaged students included in value added measure
2075,KS5_19,VA_INS_ACAD_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.56,,,,-0.17,NA,,,,,,,,0.21,NA,NA,,,,,0.09,,-0.12,Academic value added score for disadvantaged students
2076,KS5_19,UCI_INS_ACAD_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.33,,,,0.08,NA,,,,,,,,0.39,NA,NA,,,,,0.17,,-0.11,Academic value added upper confidence limit for disadvantaged students
2077,KS5_19,LCI_INS_ACAD_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.79,,,,-0.41,NA,,,,,,,,0.04,NA,NA,,,,,0,,-0.13,Academic value added lower confidence limit for disadvantaged students
2078,KS5_19,ENTRIES_AGEN_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,46,,,,NE,NA,,,,,,,,30,NA,NA,,,,,27,,19747,Number of applied general entries by disadvantaged students included in value added measure
2079,KS5_19,VA_INS_AGEN_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.06,,,,NE,NA,,,,,,,,0.77,NA,NA,,,,,0.06,,-0.04,Applied general value added score for disadvantaged students
2080,KS5_19,UCI_INS_AGEN_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,0.2,,,,NE,NA,,,,,,,,1.12,NA,NA,,,,,0.44,,-0.02,Applied general value added upper confidence limit for disadvantaged students
2081,KS5_19,LCI_INS_AGEN_DIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.32,,,,NE,NA,,,,,,,,0.42,NA,NA,,,,,-0.31,,-0.05,Applied general value added lower confidence limit for disadvantaged students
2082,KS5_19,ENTRIES_ALEV_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,28,,,,305,NA,,,,,,,,243,NA,NA,,,,,749,,592530,Number of A level entries by non-disadvantaged students included in value added measure
2083,KS5_19,VA_INS_ALEV_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.63,,,,-0,NA,,,,,,,,0.04,NA,NA,,,,,0.18,,0,A level value added score for non-disadvantaged students
2084,KS5_19,UCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.24,,,,0.12,NA,,,,,,,,0.18,NA,NA,,,,,0.26,,0,A level  value added upper confidence limit for non-disadvantaged students
2085,KS5_19,LCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-1.02,,,,-0.13,NA,,,,,,,,-0.1,NA,NA,,,,,0.1,,0,A level value added lower confidence limit for non-disadvantaged students
2086,KS5_19,ENTRIES_ACAD_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,32,,,,328,NA,,,,,,,,257,NA,NA,,,,,761,,635281,Number of academic entries by non-disadvantaged students included in value added measure
2087,KS5_19,VA_INS_ACAD_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.62,,,,0,NA,,,,,,,,0.03,NA,NA,,,,,0.18,,0,Academic value added score for non-disadvantaged students
2088,KS5_19,UCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.25,,,,0.13,NA,,,,,,,,0.17,NA,NA,,,,,0.26,,0,Academic value added upper confidence limit for non-disadvantaged students
2089,KS5_19,LCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-1,,,,-0.12,NA,,,,,,,,-0.11,NA,NA,,,,,0.1,,0,Academic value added lower confidence limit for non-disadvantaged students
2090,KS5_19,ENTRIES_AGEN_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,30,,,,NE,NA,,,,,,,,25,NA,NA,,,,,17,,64549,Number of applied general entries by non-disadvantaged students included in value added measure
2091,KS5_19,VA_INS_AGEN_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,0.2,,,,NE,NA,,,,,,,,0.7,NA,NA,,,,,-0.01,,0.02,Applied general value added score for non-disadvantaged students
2092,KS5_19,UCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,0.5,,,,NE,NA,,,,,,,,1.09,NA,NA,,,,,0.42,,0.03,Applied general value added upper confidence limit for non-disadvantaged students
2093,KS5_19,LCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-0.11,,,,NE,NA,,,,,,,,0.31,NA,NA,,,,,-0.44,,0.01,Applied general value added lower confidence limit for non-disadvantaged students
2094,KS5_19,TALLPUP_1618_18,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,8,89,,,,140,124,,,,,,,,158,,,,,,,1131,,558568,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2095,KS5_19,TALLPUP_1618_17,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,14,75,,,,140,115,,,,,,,,172,,,,,,,1053,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2096,KS5_19,TALLPUP_ALEV_1618_18,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,8,64,,,,135,111,,,,,,,,112,,,,,,,466,,263436,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2097,KS5_19,TALLPUP_ALEV_1618_17,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,14,46,,,,139,108,,,,,,,,120,,,,,,,504,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2098,KS5_19,TALLPPE_ALEV_1618_18,,,,,,,,,,,,,,24.19,,,,,,,,,,,,,,,22.80,25.33,,,,37.30,37.25,,,,,,,,28.21,,,,,,,30.13,,32.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2099,KS5_19,TALLPPE_ALEV_1618_17,,,,,,,,,,,,,,26.97,,,,,,,,,,,,,,,28.97,24.55,,,,35.72,37.01,,,,,,,,25.67,,,,,,,29.34,,31.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2100,KS5_19,TALLPPEGRD_ALEV_1618_18,,,,,,,,,,,,,,D+,,,,,,,,,,,,,,,D+,C-,,,,B-,B-,,,,,,,,C-,,,,,,,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2101,KS5_19,TALLPPEGRD_ALEV_1618_17,,,,,,,,,,,,,,C-,,,,,,,,,,,,,,,C,D+,,,,B-,B-,,,,,,,,C-,,,,,,,C,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2102,KS5_19,TALLPUP_ACAD_1618_18,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,8,64,,,,135,113,,,,,,,,112,,,,,,,466,,267269,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2103,KS5_19,TALLPUP_ACAD_1618_17,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,14,46,,,,139,109,,,,,,,,120,,,,,,,504,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2104,KS5_19,TALLPPE_ACAD_1618_18,,,,,,,,,,,,,,24.48,,,,,,,,,,,,,,,23.24,25.33,,,,37.54,37.56,,,,,,,,28.12,,,,,,,30.14,,32.29,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2105,KS5_19,TALLPPE_ACAD_1618_17,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,28.97,24.55,,,,35.83,37.16,,,,,,,,25.57,,,,,,,29.34,,31.32,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2106,KS5_19,TALLPPEGRD_ACAD_1618_18,,,,,,,,,,,,,,D+,,,,,,,,,,,,,,,D+,C-,,,,B-,B-,,,,,,,,C-,,,,,,,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2107,KS5_19,TALLPPEGRD_ACAD_1618_17,,,,,,,,,,,,,,C-,,,,,,,,,,,,,,,C,D+,,,,B-,B-,,,,,,,,C-,,,,,,,C,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2108,KS5_19,TALLPUP_AGEN_18,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,NE,61,,,,NE,1,,,,,,,,24,,,,,,,31,,45277,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2109,KS5_19,TALLPUP_AGEN_17,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,NE,48,,,,1,NE,,,,,,,,20,,,,,,,547,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2110,KS5_19,TALLPPE_AGEN_18,,,,,,,,,,,,,,20.91,,,,,,,,,,,,,,,NE,30.83,,,,NE,SUPP,,,,,,,,35.18,,,,,,,30.33,,28.45,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2111,KS5_19,TALLPPE_AGEN_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,44.09,,,,SUPP,NE,,,,,,,,43.75,,,,,,,39.47,,35.69,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2112,KS5_19,TALLPPEGRD_AGEN_18,,,,,,,,,,,,,,Merit-,,,,,,,,,,,,,,,NE,Dist-,,,,NE,SUPP,,,,,,,,Dist,,,,,,,Dist-,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2113,KS5_19,TALLPPEGRD_AGEN_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,Dist*-,,,,SUPP,NE,,,,,,,,Dist*-,,,,,,,Dist+,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2114,KS5_19,TALLPUP_TLEV_18,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,12,,,,NE,NE,,,,,,,,7,,,,,,,14,,12807,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2115,KS5_19,TALLPUP_TLEV_17,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,NE,21,,,,NE,NE,,,,,,,,7,,,,,,,95,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2116,KS5_19,TALLPPE_TLEV_18,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,35.83,,,,NE,NE,,,,,,,,45.00,,,,,,,40.48,,28.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2117,KS5_19,TALLPPE_TLEV_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,44.21,,,,NE,NE,,,,,,,,46.43,,,,,,,40.83,,32.25,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2118,KS5_19,TALLPPEGRD_TLEV_18,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,Dist,,,,NE,NE,,,,,,,,Dist*-,,,,,,,Dist+,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2119,KS5_19,TALLPPEGRD_TLEV_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,Dist*-,,,,NE,NE,,,,,,,,Dist*-,,,,,,,Dist+,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2120,KS5_19,TALLPUP_TECHCERT_18,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,67,,38342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2121,KS5_19,TALLPUP_TECHCERT_17,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,47,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2122,KS5_19,TALLPPE_TECHCERT_18,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,6.01,,5.77,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2123,KS5_19,TALLPPE_TECHCERT_17,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,6.24,,5.75,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2124,KS5_19,TALLPPEGRD_TECHCERT_18,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,L2Merit,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2125,KS5_19,TALLPPEGRD_TECHCERT_17,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,,,,NE,NE,,,,,,,,NE,,,,,,,L2Merit+,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2126,KS5_19,T_AIMS_TLEV_18,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,13,,,,NE,NA,,,,,,,,8,,,,,,,15,,14177,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2127,KS5_19,T_AIMS_TLEV_17,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,6,,,,NE,NA,,,,,,,,8,,,,,,,91,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2128,KS5_19,CA_SCORE_TLEV_18,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,0.30,,,,NE,NA,,,,,,,,1.13,,,,,,,0.97,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2129,KS5_19,CA_SCORE_TLEV_17,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,-1.62,,,,NE,NA,,,,,,,,1.7,,,,,,,0.97,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2130,KS5_19,T_AIMS_TECHCERT_18,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,NE,,,,NE,NA,,,,,,,,NE,,,,,,,81,,19325,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2131,KS5_19,T_AIMS_TECHCERT_17,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,NE,,,,NE,NA,,,,,,,,NE,,,,,,,47,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2132,KS5_19,CA_SCORE_TECHCERT_18,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,NE,,,,NE,NA,,,,,,,,NE,,,,,,,0.55,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2133,KS5_19,CA_SCORE_TECHCERT_17,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,NE,,,,NE,NA,,,,,,,,NE,,,,,,,1.01,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2134,KS5_19,T_AIMS_CA_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2135,KS5_19,T_AIMS_CA_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2136,KS5_19,CA_SCORE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2137,KS5_19,CA_SCORE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2138,KS5_19,T_SCOPEEX_E_18,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,NE,9,,,,NE,2,,,,,,,,17,,,,,,,219,,113154,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2139,KS5_19,T_SCOPEEX_E_17,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,16,,,,NE,2,,,,,,,,17,,,,,,,197,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2140,KS5_19,PROGEX_E_18,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,0.78,,,,NE,SUPP,,,,,,,,0.59,,,,,,,0.52,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2141,KS5_19,PROGEX_E_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,0.75,,,,NE,SUPP,,,,,,,,0.41,,,,,,,0.66,,-0.02,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2142,KS5_19,T_SCOPEEX_M_18,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,NE,19,,,,NE,9,,,,,,,,29,,,,,,,351,,143446,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2143,KS5_19,T_SCOPEEX_M_17,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,NE,30,,,,2,3,,,,,,,,35,,,,,,,261,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2144,KS5_19,PROGEX_M_18,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,NE,0.47,,,,NE,1.22,,,,,,,,0.52,,,,,,,0.23,,0.05,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2145,KS5_19,PROGEX_M_17,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,0.87,,,,SUPP,SUPP,,,,,,,,0.69,,,,,,,0.59,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2146,KS5_19,ENTRIES_ALEV_18,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,23,108,,,,387,219,,,,,,,,382,,,,,,,1447,,812907,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2147,KS5_19,ENTRIES_ALEV_17,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,56,75,,,,425,242,,,,,,,,461,,,,,,,1617,,943502,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2148,KS5_19,VA_INS_ALEV_18,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,-0.71,-0.20,,,,0.11,0.21,,,,,,,,0.02,,,,,,,0.20,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2149,KS5_19,VA_INS_ALEV_17,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,-0.31,-0.43,,,,-0.05,0.28,,,,,,,,-0.07,,,,,,,0.14,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2150,KS5_19,PROGRESS_BAND_ALEV_18,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,3,,,,3,2,,,,,,,,3,5,5,,,,,2,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2151,KS5_19,UCI_INS_ALEV_18,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,-0.27,0.01,,,,0.22,0.36,,,,,,,,0.13,,,,,,,0.26,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2152,KS5_19,UCI_INS_ALEV_17,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,-0.01,-0.18,,,,0.07,0.42,,,,,,,,0.03,,,,,,,0.19,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2153,KS5_19,LCI_INS_ALEV_18,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,-1.15,-0.40,,,,0.00,0.06,,,,,,,,-0.09,,,,,,,0.14,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2154,KS5_19,LCI_INS_ALEV_17,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,-0.61,-0.68,,,,-0.16,0.14,,,,,,,,-0.18,,,,,,,0.08,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2155,KS5_19,ENTRIES_ACAD_18,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,23,108,,,,422,236,,,,,,,,401,,,,,,,1450,,858975,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2156,KS5_19,ENTRIES_ACAD_17,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,56,75,,,,460,254,,,,,,,,481,,,,,,,1617,,984387,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2157,KS5_19,VA_INS_ACAD_18,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,-0.71,-0.20,,,,0.11,0.24,,,,,,,,0.00,,,,,,,0.20,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2158,KS5_19,VA_INS_ACAD_17,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,-0.31,-0.43,,,,-0.06,0.28,,,,,,,,-0.09,,,,,,,0.14,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2159,KS5_19,PROGRESS_BAND_ACAD_18,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,3,,,,3,2,,,,,,,,3,5,5,,,,,2,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2160,KS5_19,UCI_INS_ACAD_18,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,-0.27,0.01,,,,0.22,0.38,,,,,,,,0.11,,,,,,,0.26,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2161,KS5_19,UCI_INS_ACAD_17,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,-0.01,-0.18,,,,0.05,0.42,,,,,,,,0.02,,,,,,,0.19,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2162,KS5_19,LCI_INS_ACAD_18,,,,,,,,,,,,,,-0.36,,,,,,,,,,,,,,,-1.15,-0.40,,,,0.00,0.10,,,,,,,,-0.11,,,,,,,0.14,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2163,KS5_19,LCI_INS_ACAD_17,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,-0.61,-0.68,,,,-0.17,0.14,,,,,,,,-0.19,,,,,,,0.08,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2164,KS5_19,ENTRIES_AGEN_18,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,NE,81,,,,NE,SUPP,,,,,,,,22,,,,,,,31,,55447,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
