No,Namespace,Variable,Grestone Academy - 139904,Blakesley Hall Primary School - 103300,Crocketts Community Primary School - 103941,St Peters CofE Primary School - 134476,Stechford Primary School - 103262,Corpus Christi Catholic Primary School - 103424,Galton Valley Primary School - 135288,Water Mill Primary School - 103326,St Bernard's Catholic Primary School - 103462,The Regis Academy - 148359,Dorrington Academy - 138218,Featherstone Primary School - 103318,Raddlebarn Primary School - 103246,Uplands Manor Primary School and Nursery - 131184,St Dunstan's Catholic Primary School - 103455,Hodge Hill Primary School - 143869,St Gregory's Catholic Primary School - 141924,Yarnfield Primary School - 139378,Yorkmead Junior and Infant School - 103284,Cherry Oak School - 103626,Wilson Stuart School - 138281,Birches Green Junior School - 103168,Birches Green Infant School - 103169,Birches Green Junior School - 148887,Our Lady of Fatima Catholic Primary School - 141484,Beaufort School - 103627,Yardley Primary School - 133996,Abbey Infant School - 103930,Saint Barnabas Church of England Primary School - 103412,Saint Barnabas Church of England Primary School - 147478,Abbey Junior School - 103929,St Margaret Mary RC Junior and Infant School - 103453,St Mary's Church of England Primary School - 103410,Tame Valley Academy - 139011,Colebourne Primary School - 103263,Riverside Education - 142338,Oscott Manor School - 103628,Hodge Hill College - 103503,St John Wall Catholic School - 103534,Selly Park  Girls' School - 103498,Braidwood School for the Deaf - 103611,Bishop Challoner Catholic College - 103560,Hodge Hill Girls' School - 103483,Baskerville School - 103606,Al-Burhan Grammar School - 134034,North Birmingham Academy - 136032,Sandwell Academy - 134993,King Edward VI Camp Hill School for Girls - 137044,King Edward VI Camp Hill School for Boys - 137045,Imedia School - 143040,National state-funded primary,National state-funded secondary and 16 to 18,Description
2062,KS5_19,UCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,-0.21,,,,-0.48,0.18,-0.11,0.2,,,-0.02,Academic value added upper confidence limit
2063,KS5_19,LCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,-0.43,,,,-0.95,-0.06,-0.28,-0.02,,,-0.02,Academic value added lower confidence limit
2064,KS5_19,PROGRESS_BAND_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,4,,,,5,3,4,3,,,NA,Academic progress band
2065,KS5_19,ENTRIES_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,11,,,,32,211,NE,NE,,,84296,Number of applied general entries included in value added measure
2066,KS5_19,VA_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,-0.22,,,,-0.38,0.27,NE,NE,,,0.01,Applied general value added score
2067,KS5_19,UCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,0.26,,,,-0.09,0.38,NE,NE,,,0.01,Applied general value added upper confidence limit
2068,KS5_19,LCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,-0.7,,,,-0.67,0.15,NE,NE,,,0,Applied general value added lower confidence limit
2069,KS5_19,PROGRESS_BAND_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,3,,,,4,2,NA,NA,,,NA,Applied general progress band
2070,KS5_19,ENTRIES_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,85,,,,45,94,95,79,,,107314,Number of A level entries by disadvantaged students included in value added measure
2071,KS5_19,VA_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.15,,,,-0.62,0.1,-0.41,0.18,,,-0.12,A level value added score for disadvantaged students
2072,KS5_19,UCI_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,0.1,,,,-0.29,0.33,-0.17,0.45,,,-0.11,A level  value added upper confidence limit for disadvantaged students
2073,KS5_19,LCI_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.39,,,,-0.95,-0.13,-0.65,-0.1,,,-0.13,A level value added lower confidence limit for disadvantaged students
2074,KS5_19,ENTRIES_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,86,,,,49,94,98,80,,,113622,Number of academic entries by disadvantaged students included in value added measure
2075,KS5_19,VA_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.14,,,,-0.58,0.1,-0.4,0.18,,,-0.12,Academic value added score for disadvantaged students
2076,KS5_19,UCI_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,0.1,,,,-0.26,0.33,-0.16,0.45,,,-0.11,Academic value added upper confidence limit for disadvantaged students
2077,KS5_19,LCI_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.38,,,,-0.9,-0.13,-0.63,-0.1,,,-0.13,Academic value added lower confidence limit for disadvantaged students
2078,KS5_19,ENTRIES_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,18,50,NE,NE,,,19747,Number of applied general entries by disadvantaged students included in value added measure
2079,KS5_19,VA_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-0.16,0.22,NE,NE,,,-0.04,Applied general value added score for disadvantaged students
2080,KS5_19,UCI_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,0.21,0.46,NE,NE,,,-0.02,Applied general value added upper confidence limit for disadvantaged students
2081,KS5_19,LCI_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-0.53,-0.02,NE,NE,,,-0.05,Applied general value added lower confidence limit for disadvantaged students
2082,KS5_19,ENTRIES_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,289,,,,31,227,534,364,,,592530,Number of A level entries by non-disadvantaged students included in value added measure
2083,KS5_19,VA_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.39,,,,-0.91,0.04,-0.17,0.07,,,0,A level value added score for non-disadvantaged students
2084,KS5_19,UCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.26,,,,-0.52,0.18,-0.07,0.19,,,0,A level  value added upper confidence limit for non-disadvantaged students
2085,KS5_19,LCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.51,,,,-1.3,-0.1,-0.26,-0.04,,,0,A level value added lower confidence limit for non-disadvantaged students
2086,KS5_19,ENTRIES_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,298,,,,33,227,565,387,,,635281,Number of academic entries by non-disadvantaged students included in value added measure
2087,KS5_19,VA_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.38,,,,-0.9,0.04,-0.16,0.07,,,0,Academic value added score for non-disadvantaged students
2088,KS5_19,UCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.25,,,,-0.52,0.18,-0.07,0.19,,,0,Academic value added upper confidence limit for non-disadvantaged students
2089,KS5_19,LCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.5,,,,-1.29,-0.1,-0.26,-0.05,,,0,Academic value added lower confidence limit for non-disadvantaged students
2090,KS5_19,ENTRIES_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,14,161,NE,NE,,,64549,Number of applied general entries by non-disadvantaged students included in value added measure
2091,KS5_19,VA_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-0.73,0.28,NE,NE,,,0.02,Applied general value added score for non-disadvantaged students
2092,KS5_19,UCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-0.28,0.41,NE,NE,,,0.03,Applied general value added upper confidence limit for non-disadvantaged students
2093,KS5_19,LCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-1.19,0.15,NE,NE,,,0.01,Applied general value added lower confidence limit for non-disadvantaged students
2094,KS5_19,TALLPUP_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,136,,,,61,179,177,133,,,558568,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2095,KS5_19,TALLPUP_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,122,,,,55,174,159,132,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2096,KS5_19,TALLPUP_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,131,,,,42,157,175,132,,,263436,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2097,KS5_19,TALLPUP_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,113,,,,32,166,155,131,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2098,KS5_19,TALLPPE_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,31.50,,,,23.09,27.03,41.46,47.07,,,32.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2099,KS5_19,TALLPPE_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,31.46,,,,21.09,31.95,44.12,45.53,,,31.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2100,KS5_19,TALLPPEGRD_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,C,,,,D+,C-,B,A-,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2101,KS5_19,TALLPPEGRD_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,C,,,,D,C+,B+,A-,,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2102,KS5_19,TALLPUP_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,131,,,,43,157,175,132,,,267269,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2103,KS5_19,TALLPUP_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,113,,,,32,166,155,131,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2104,KS5_19,TALLPPE_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,31.43,,,,23.11,27.03,41.58,47.05,,,32.29,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2105,KS5_19,TALLPPE_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,31.51,,,,21.09,31.95,44.3,45.56,,,31.32,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2106,KS5_19,TALLPPEGRD_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,C,,,,D+,C-,B,A-,,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2107,KS5_19,TALLPPEGRD_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,C,,,,D,C+,B+,A-,,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2108,KS5_19,TALLPUP_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,1,,,,26,96,NE,NE,,,45277,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2109,KS5_19,TALLPUP_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,6,,,,25,28,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2110,KS5_19,TALLPPE_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,,,,24.62,29.96,NE,NE,,,28.45,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2111,KS5_19,TALLPPE_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,40.43,,,,38.44,44.56,NE,NE,,,35.69,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2112,KS5_19,TALLPPEGRD_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,,,,Merit,Merit+,NE,NE,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2113,KS5_19,TALLPPEGRD_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,Dist+,,,,Dist+,Dist*-,NE,NE,,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2114,KS5_19,TALLPUP_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,5,,,,6,NE,NE,NE,,,12807,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2115,KS5_19,TALLPUP_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,13,NE,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2116,KS5_19,TALLPPE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,,,,34.17,NE,NE,NE,,,28.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2117,KS5_19,TALLPPE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,32.2,NE,NE,NE,,,32.25,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2118,KS5_19,TALLPPEGRD_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,SUPP,,,,Dist,NE,NE,NE,,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2119,KS5_19,TALLPPEGRD_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,Dist-,NE,NE,NE,,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2120,KS5_19,TALLPUP_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,38342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2121,KS5_19,TALLPUP_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2122,KS5_19,TALLPPE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,5.77,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2123,KS5_19,TALLPPE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,5.75,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2124,KS5_19,TALLPPEGRD_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2125,KS5_19,TALLPPEGRD_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,NE,,,,NE,NE,NE,NE,,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2126,KS5_19,T_AIMS_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,5,,,,7,NE,NE,NE,,,14177,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2127,KS5_19,T_AIMS_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,15,NE,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2128,KS5_19,CA_SCORE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,-0.08,NE,NE,NE,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2129,KS5_19,CA_SCORE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,0.26,NE,NE,NE,,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2130,KS5_19,T_AIMS_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,NE,NE,NE,NE,,,19325,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2131,KS5_19,T_AIMS_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,NE,NE,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2132,KS5_19,CA_SCORE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,NE,NE,NE,NE,,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2133,KS5_19,CA_SCORE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NE,,,,NE,NE,NE,NE,,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2134,KS5_19,T_AIMS_CA_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2135,KS5_19,T_AIMS_CA_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2136,KS5_19,CA_SCORE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2137,KS5_19,CA_SCORE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2138,KS5_19,T_SCOPEEX_E_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,NE,,,,9,10,NE,NE,,,113154,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2139,KS5_19,T_SCOPEEX_E_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,17,16,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2140,KS5_19,PROGEX_E_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,NE,,,,1.42,0.70,NE,NE,,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2141,KS5_19,PROGEX_E_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,SUPP,,,,-0.12,0.44,NE,NE,,,-0.02,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2142,KS5_19,T_SCOPEEX_M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6,,,,11,7,NE,NE,,,143446,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2143,KS5_19,T_SCOPEEX_M_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,15,21,NE,NE,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2144,KS5_19,PROGEX_M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,1.00,,,,0.85,0.71,NE,NE,,,0.05,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2145,KS5_19,PROGEX_M_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,SUPP,,,,0.4,0.48,NE,NE,,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2146,KS5_19,ENTRIES_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,382,,,,98,457,662,503,,,812907,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2147,KS5_19,ENTRIES_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,373,,,,68,546,629,639,,,943502,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2148,KS5_19,VA_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.21,,,,-0.38,-0.12,-0.24,0.11,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2149,KS5_19,VA_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.09,,,,-0.37,0.43,-0.14,0.13,,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2150,KS5_19,PROGRESS_BAND_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,4,,,,4,4,4,2,,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2151,KS5_19,UCI_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.11,,,,-0.17,-0.02,-0.15,0.21,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2152,KS5_19,UCI_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,0.02,,,,-0.11,0.53,-0.05,0.22,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2153,KS5_19,LCI_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.32,,,,-0.59,-0.22,-0.33,0.01,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2154,KS5_19,LCI_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.21,,,,-0.64,0.34,-0.23,0.03,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2155,KS5_19,ENTRIES_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,391,,,,105,457,695,513,,,858975,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2156,KS5_19,ENTRIES_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,380,,,,68,546,682,648,,,984387,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2157,KS5_19,VA_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.21,,,,-0.38,-0.12,-0.24,0.10,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2158,KS5_19,VA_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.08,,,,-0.37,0.43,-0.14,0.13,,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2159,KS5_19,PROGRESS_BAND_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,4,,,,4,4,4,3,,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2160,KS5_19,UCI_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.10,,,,-0.17,-0.02,-0.15,0.21,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2161,KS5_19,UCI_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,0.03,,,,-0.11,0.53,-0.05,0.22,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2162,KS5_19,LCI_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.32,,,,-0.59,-0.22,-0.33,0.00,,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2163,KS5_19,LCI_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,-0.20,,,,-0.64,0.34,-0.22,0.03,,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2164,KS5_19,ENTRIES_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,SUPP,,,,31,153,NE,NE,,,55447,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2165,KS5_19,ENTRIES_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,6,,,,28,29,NE,NE,,,141231,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
