No,Namespace,Variable,Hall Green Infant School - 103210,Firs Primary School - 143089,Warren Farm Primary School - 138303,Woodhouse Primary Academy - 139637,Stirchley Primary School - 143433,Lightwoods Primary School - 103947,Hall Green Junior School - 103209,Paganel Primary School - 134281,Billesley Primary School - 138888,Paget Primary School - 103240,Lightwoods Primary Academy - 148333,Audley Primary School - 143437,St Wilfrid's Catholic Junior and Infant School - 103451,St Wilfrid's Catholic Junior and Infant School - 148083,The Oaklands Primary School - 139183,Christ The King Catholic Primary School - 103423,Calshot Primary School - 103391,Hamstead Junior School - 103895,Kingsthorne Primary School - 103368,Ferndale Primary School - 103982,Hamstead Infant School - 103896,Heathlands Primary Academy - 140890,Barr View Primary & Nursery Academy - 138694,Our Lady and St Rose of Lima Catholic Primary School - 103443,Jervoise School - 142353,Allens Croft Primary School - 103243,Woodthorpe Junior and Infant School - 103334,Lyndon Green Junior School - 103228,Yenton Primary School - 133729,Yenton Primary School - 146722,World's End Infant and Nursery School - 103337,World's End Junior School - 103279,Holy Trinity CofE Primary School - 103986,Our Lady of Lourdes Catholic Primary School - 103430,Lyndon Green Infant School - 103229,Lakey Lane Junior and Infant School - 103223,Gunter Primary School - 103208,Moat Farm Junior School - 103948,Moat Farm Infant School - 103949,Bleakhouse Primary School - 103934,George Betts Primary Academy - 139565,Holly Lodge High School College of Science - 104018,Kings Heath Boys - 103486,St Edmund Campion Catholic School & Sixth Form Centre - 103537,St Edmund Campion Catholic School - 147707,Bristnall Hall Academy - 139043,Dame Elizabeth Cadbury School - 143438,Fortis Academy - 143435,Cockshut Hill School - 142388,TLG North Birmingham - 135608,National state-funded primary,National state-funded secondary and 16 to 18,Description
1849,KS4_19,PGL2BASICS_95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22%,NE,32%,,43%,48%,25%,24%,,,47%,% of girls achieving strong 9-5 passes in both English and mathematics GCSEs 
1850,KS4_19,PTL2BASICSEAL_95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22%,35%,55%,,31%,73%,29%,25%,,,44%,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs and for whom English is an additional language
1851,KS4_19,PTL2BASICSNMOB_95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,33%,35%,,37%,51%,25%,18%,,,44%,% of non-mobile pupils achieving strong 9-5 passes in both English and mathematics GCSEs
1852,KS4_19,PTFSM6CLA1ABASICS_94_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36%,SUPP,55%,,47%,54%,41%,NA,,,44%,% of disadvantaged pupils achieving 9-4 in GCSE English and maths in 2017
1853,KS4_19,PTFSM6CLA1ABASICS_95_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19%,SUPP,30%,,28%,30%,21%,NA,,,25%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1854,KS4_19,PTNOTFSMBASICS_94_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,SUPP,59%,,62%,81%,52%,NA,,,71%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1855,KS4_19,PTNOTFSM6CLA1ABASICS_95_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22%,SUPP,38%,,44%,60%,27%,NA,,,49%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2017
1856,KS4_19,PTFSM6CLA1ABASICS_94_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,52%,34%,,40%,43%,34%,27%,,,45%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1857,KS4_19,PTFSM6CLA1ABASICS_95_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,34%,14%,,26%,19%,17%,9%,,,25%,% of disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1858,KS4_19,PTNOTFSM6CLA1ABASICS_94_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,60%,56%,,58%,68%,56%,30%,,,72%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1859,KS4_19,PTNOTFSM6CLA1ABASICS_95_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,32%,36%,,37%,45%,36%,15%,,,50%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1860,KS4_19,PTMULTILAN_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,1%,1%,,6%,5%,0%,4%,,,3%,Percentage of pupils entering more than one language
1861,KS4_19,PTTRIPLESCI_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,96%,18%,,8%,22%,25%,14%,,,27%,"Percentage of pupils entering biology, chemistry and physics"
1862,KS4_19,TFSM6CLA1A_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,90,74,,79,70,160,NA,,,143544,Number of disadvantaged pupils at the end of key stage 4 in 2017
1863,KS4_19,PTFSM6CLA1A_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44%,98%,46%,,43%,60%,50%,NA,,,27%,Percentage of pupils at the end of key stage 4 who were disadvantaged in 2017
1864,KS4_19,TNOTFSM6CLA1A_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,2,87,,103,47,162,NA,,,384200,Number of non-disadvantaged pupils at the end of key stage 4 in 2017
1865,KS4_19,PTNOTFSM6CLA1A_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56%,2%,54%,,57%,40%,50%,NA,,,73%,Percentage of pupils at the end of key stage 4 who were not disadvantaged in 2017
1866,KS4_19,TFSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,77,85,,72,58,134,123,,,141134,Number of disadvantaged pupils in 2018
1867,KS4_19,PTFSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46%,75%,50%,,41%,51%,47%,54%,,,27%,% of pupils who were disadvantaged in 2018
1868,KS4_19,TNOTFSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,25,84,,103,56,152,104,,,382502,Number of non-disadvantaged pupils in 2018
1869,KS4_19,PTNOTFSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54%,25%,50%,,59%,49%,53%,46%,,,73%,% of pupils who were not disadvantaged in 2018
1870,KS4_19,TAVENT_E_3NG_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.3,7.8,,8.4,8.8,7.3,7.7,,,8.2,Average number of KS4 entries per pupil
1871,KS4_19,TAVENT_E_3NG_LO_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,9.4,6.8,,8.2,7.9,5.9,7.1,,,6.2,Average number of KS4 entries per pupil with low prior attainment
1872,KS4_19,TAVENT_E_3NG_AV_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,10.2,7.3,,8.4,8.3,7.6,7.5,,,8,Average number of KS4 entries per pupil with middle prior attainment
1873,KS4_19,TAVENT_E_3NG_HI_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,10.8,8.9,,8.6,9.7,8.2,8.5,,,9,Average number of KS4 entries per pupil with high prior attainment
1874,KS4_19,TAVENT_E_3NG_FSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,10.2,7.4,,8.3,9,7.1,7.6,,,7.4,Average number of KS4 entries per disadvantaged pupil
1875,KS4_19,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,10.6,8,,8.5,8.8,7.5,7.9,,,8.4,Average number of KS4 entries per non-disadvantaged pupil
1876,KS4_19,TAVENT_EFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,SUPP,10,,10.2,10.9,9.9,NA,,,8.7,Average number of KS4 entries per disadvantaged pupil in 2017
1877,KS4_19,TAVENT_ENFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,SUPP,10.6,,10.6,11.6,10.5,NA,,,9.6,Average number of KS4 entries per non-disadvantaged pupil in 2017
1878,KS4_19,TAVENT_EFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,9.2,8,,9.3,8.5,7.5,7.3,,,7.6,Average number of KS4 entries per disadvantaged pupil in 2018
1879,KS4_19,TAVENT_ENFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,9.2,9.3,,9.7,9.4,8.4,8,,,8.5,Average number of KS4 entries per non-disadvantaged pupil in 2018
1880,KS4_19,TAVENT_G_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,9.4,7.3,,6.4,7.6,6.5,7.3,,,7.5,Average number of GCSE entries per pupil
1881,KS4_19,TAVENT_GLO_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,8.7,6.3,,6.2,6.7,5.2,6.5,,,5.4,Average number of GCSE entries per pupil with low prior attainment
1882,KS4_19,TAVENT_GAV_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,9.3,6.8,,6.3,7.1,6.6,7,,,7.1,Average number of GCSE entries per pupil with middle prior attainment
1883,KS4_19,TAVENT_GHI_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,9.7,8.6,,6.6,8.3,7.5,8.1,,,8.5,Average number of GCSE entries per pupil with high prior attainment
1884,KS4_19,TAVENT_GFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.3,6.9,,6.2,7.7,6.3,7.1,,,6.6,Average number of GCSE entries per disadvantaged pupil
1885,KS4_19,TAVENT_GNFSM6CLA1A_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,9.8,7.6,,6.5,7.5,6.7,7.5,,,7.8,Average number of GCSE entries per non-disadvantaged pupil
1886,KS4_19,TAVENT_GFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,SUPP,9,,9,8.6,8.7,NA,,,7.9,Average number of GCSE entries per disadvantaged pupil in 2017
1887,KS4_19,TAVENT_GNFSM6CLA1A_17_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,SUPP,9.7,,9.4,9.4,9.2,NA,,,9,Average number of GCSE entries per non-disadvantaged pupil in 2017
1888,KS4_19,TAVENT_GFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.7,7.2,,7.5,7.1,7.2,7.3,,,6.9,Average number of GCSE entries per disadvantaged pupil in 2018
1889,KS4_19,TAVENT_GNFSM6CLA1A_18_PTQ_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,8.8,8.7,,7.6,8.2,8.2,8,,,8.1,Average number of GCSE entries per non-disadvantaged pupil in 2018
1890,KS4_19,P8_BANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,,2,2,5,3,,,,Progress 8 banding shown on school performance tables website
1891,KS4_19,P8_BANDING_FULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,KS5_19,YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,2019,,,2019,2019,,,,2019,
1893,KS5_19,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,7,Record type: 1= school or college; 3= sixth form centre/consortium (see separate list of the sixth form centres and consortia and their feeder schools and colleges); 4= Local Authority; 5= National (all schools and colleges); 7= National (state-funded schools and colleges)
1894,KS5_19,ALPHAIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26124,,48292,,,14840,21786,,,,,Alphabetic index
1895,KS5_19,REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,24,24,,,,,Region code (see separate list of region and local authority codes)
1896,KS5_19,LASORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,1,1,,,,,Local authority sort code within region
1897,KS5_19,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,330,,,330,330,,,,,LA number
1898,KS5_19,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,,4663,,,4129,5403,,,,,Establishment number
1899,KS5_19,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104018,,103537,,,143438,143435,,,,,Unique Reference Number of establishment
1900,KS5_19,PCON_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E14001016,,E14000561,,,E14000567,E14000566,,,,,School parliamentary constituency code
1901,KS5_19,PCON_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warley,,"Birmingham, Erdington",,,"Birmingham, Selly Oak","Birmingham, Perry Barr",,,,,School parliamentary constituency name
1902,KS5_19,SCHNAME_AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name of converter academy
1903,KS5_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holly Lodge High School College of Science,,St Edmund Campion Catholic School & Sixth Form Centre,,,Dame Elizabeth Cadbury School,Great Barr Academy,,,,,School/college name
1904,KS5_19,ADDRESS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holly Lane,,Sutton Road,,,Woodbrooke Road,Aldridge Road,,,,,School/college address (1)
1905,KS5_19,ADDRESS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erdington,,,Bournville,Great Barr,,,,,School/college address (2)
1906,KS5_19,ADDRESS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School/college address (3)
1907,KS5_19,TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smethwick,,Birmingham,,,Birmingham,Birmingham,,,,,Town where school/college is located
1908,KS5_19,PCODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B67 7JG,,B23 5XA,,,B30 1UL,B44 8NU,,,,,School/college postcode
1909,KS5_19,TELNUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01215580691,,01214647700,,,01214644040,01213666611,,,,,School/college telephone number 
1910,KS5_19,CONTFLAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,,,,,Contingency flag: results significantly affected: 0= not significantly affected; 1= significantly affected
1911,KS5_19,NFTYPE/FESITYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD,,VA,,,ACC,ACC,,,,,School type/FE college type
1912,KS5_19,RELDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Catholic,,,,,,,,,Religious character 
1913,KS5_19,ADMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,,NSE,,,NSE,NSE,,,,,Admissions policy
1914,KS5_19,ADMPOL_PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER NON SEL,,OTHER NON SEL,,,OTHER NON SEL,OTHER NON SEL,,,,,Admissions policy - new definition from 2019 onwards
1915,KS5_19,GEND1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIXED,,MIXED,,,MIXED,MIXED,,,,,"Gender of sixth form: girls, boys or mixed"
1916,KS5_19,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,,,,,Indicates whether a school/college is a feeder school/college for sixth form centre or consortium:0= not a feeder school/college; 1= feeder school/college
1917,KS5_19,AGERANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 to 18,,11 to 18,,,11 to 19,11 to 18,,,,,Age range
1918,KS5_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,,,,,Closed school/college flag: 0= open; 1= closed
1919,KS5_19,TABKS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school is published in the primary school (Key Stage 2) performance tables:0= No; 1= Yes
1920,KS5_19,TAB15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college is published in the secondary school (Key Stage 4) performance tables: 0= No; 1= Yes
1921,KS5_19,EXAMCONF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college has confirmed their results: blank/null= confirmed; R= not confirmed
1922,KS5_19,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dummy field
1923,KS5_19,TPUP1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,124,,,37,184,,,,,Number of 16-18 year old students in sixth form
1924,KS5_19,TALLPUP_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,65,,,11,93,,,,550933,Number of students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
1925,KS5_19,TALLPUP_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,54,,,2,79,,,,247995,Number of students at the end of 16-18 study who entered for at least one AS or A level qualification
1926,KS5_19,TALLPPE_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.69,,29.06,,,SUPP,27.14,,,,32.87,Average point score per A level entry
1927,KS5_19,TALLPPEGRD_ALEV_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,SUPP,C-,,,,C+,Average point score per A level entry expressed as a grade
1928,KS5_19,TINCLUDE_B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,20,,,2,41,,,,189802,Number of students included in the best 3 A levels measure
1929,KS5_19,TB3PTSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.41,,32.50,,,SUPP,28.05,,,,32.89,Average point score in best 3 A level entries
1930,KS5_19,TB3PTSE_GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C+,,,SUPP,C-,,,,C+,Average point score in best 3 A level entries expressed as a grade
1931,KS5_19,TINCLUDE_AAB_2FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,20,,,2,41,,,,189788,Number of students included in AAB in 2 facilitating subjects measure
1932,KS5_19,PTAAB_2FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7%,,10.0%,,,SUPP,7.3%,,,,14.1%,"Percentage of A level students achieving at least three levels at grades AAB or better, at least two of which are in facilitating subjects"
1933,KS5_19,TALLPUP_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,54,,,2,80,,,,252640,Number of students at the end of 16-18 study who entered for at least one advanced (level 3) academic qualification
1934,KS5_19,TALLPPE_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75,,29.21,,,SUPP,27.16,,,,33.02,Average point score per academic entry
1935,KS5_19,TALLPPEGRD_ACAD_1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,SUPP,C-,,,,C+,Average point score per academic entry expressed as a grade
1936,KS5_19,TALLPUP_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,41,,,3,30,,,,67710,Number of students at the end of 16-18 study who entered for ant least one applied general qualification
1937,KS5_19,TALLPPE_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.40,,26.54,,,SUPP,27.65,,,,28.89,Average point score per applied general entry
1938,KS5_19,TALLPPEGRD_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist-,,Merit,,,SUPP,Merit+,,,,Merit+,Average point score per applied general entry expressed as a grade
1939,KS5_19,TALLPUP_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,NE,,,,19431,Number of students at the end of 16-18 study who entered for at least one tech level qualification
1940,KS5_19,TALLPPE_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,NE,,,,28.64,Average point score per tech level entry
1941,KS5_19,TALLPPEGRD_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,NE,,,,Merit+,Average point score per tech level entry expressed as a grade
1942,KS5_19,TTECH_BACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,NE,,,,191,"Number of students achieving a TechBacc (ie, a tech level, an extended project qualification and core maths or equivalent maths qualification)"
1943,KS5_19,TALLPUP_TLEVDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,NE,,,NE,4,,,,131483,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and applied general
1944,KS5_19,TLEV_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,SUPP,,,,14.8%,Proportion of level 3 vocational students that are tech level students
1945,KS5_19,TALLPUP_AGENDENOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,41,,,3,32,,,,175067,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and tech levels
1946,KS5_19,AGEN_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2%,,100.0%,,,SUPP,93.8%,,,,39.1%,Proportion of level 3 vocational students that are applied general students
1947,KS5_19,T_SCOPEEX_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,2,2,,,,106083,Number of students at the end of 16-18 study included in the English progress measure
1948,KS5_19,PROGEX_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,,SUPP,SUPP,,,,0.14,Average progress made in English
1949,KS5_19,ENTRY_PER_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,100.0%,,,100.0%,100.0%,,,,82.5%,Proportion of students eligible for English progress measures entered for approved exams
1950,KS5_19,T_SCOPEEX_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6,,,3,14,,,,140556,Number of students at the end of 16-18 study included in the maths progress measure
1951,KS5_19,PROGEX_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,0.50,,,SUPP,0.36,,,,0.09,Average progress made in maths
1952,KS5_19,ENTRY_PER_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,100.0%,,,100.0%,100.0%,,,,85.2%,Proportion of students eligible for maths progress measures entered for approved exams
1953,KS5_19,TALLPUP_SCOPE_L3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,57,,,3,63,,,,268494,Number of students in scope for level 3 maths measure
1954,KS5_19,L3M_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3%,,15.8%,,,SUPP,19.0%,,,,26.7%,Percentage of students in scope for the level 3 maths measure who achieved approved a level 3 maths qualification
1955,KS5_19,T_INSCOPE_ALEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,34,,,3,72,,,,239124,Number of students at the end of 16-18 study with an A level core aim
1956,KS5_19,PT_RETAINED_ALEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,100.0%,,,SUPP,86.1%,,,,91.3%,Percentage of A level core aims retained
1957,KS5_19,PT_RET_ASSESSED_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,100.0%,,,SUPP,81.9%,,,,89.5%,Percentage of A Level core aims retained and assessed
1958,KS5_19,T_INSCOPE_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,34,,,3,71,,,,236838,Number of students in scope for returned and retained for a second year where core aim is an A Level
1959,KS5_19,PT_RETAINED_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,97.1%,,,SUPP,73.2%,,,,84.7%,Percentage of students who were retained for a second year with an A Level programme core aim
1960,KS5_19,T_INSCOPE_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,34,,,3,72,,,,241598,Number of students at the end of 16-18 study with an academic core aim
1961,KS5_19,PT_RETAINED_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,100.0%,,,SUPP,86.1%,,,,91.3%,Percentage of academic core aims retained
1962,KS5_19,PT_RET_ASSESSED_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,100.0%,,,SUPP,81.9%,,,,89.3%,Percentage of academic core aims retained and assessed
1963,KS5_19,T_INSCOPE_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,34,,,3,71,,,,239235,Number of students in scope for returned and retained for a second year where core aim is an academic qualification
1964,KS5_19,PT_RETAINED_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7%,,97.1%,,,SUPP,73.2%,,,,84.5%,Percentage of students who were retained for a second year with an academic core aim
1965,KS5_19,T_INSCOPE_AGEN_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,24,,,5,19,,,,53841,Number of students at the end of 16-18 study with an applied general core aim
