No,Namespace,Variable,Forestdale Primary School - 133759,Bishop Wilson Church of England Primary School - 104105,Whitehall Junior Community School - 104162,Albert Bradbeer Primary Academy - 140889,Solihull School - 104124,Whitehouse Common Primary School - 132007,St John's Church of England Primary Academy - 140856,Great Bridge Primary School - 103915,Newfield Park Primary School - 103815,Temple Meadow Primary School - 103957,St Alphege Church of England Infant and Nursery School - 104090,Halesowen CofE Primary School - 103847,Windy Arbor Primary School - 104071,Whitehall Nursery and Infant School - 104163,Tividale Hall Primary School - 103960,Burnt Tree Primary School - 103914,Cofton Primary School - 103315,Palfrey Girls School - 104267,St Mary's The Mount Catholic Primary School - 104232,St Alphege Church of England Junior School - 104092,Tidbury Green School - 104065,St Martin's CofE Primary School - 103987,Our Lady and St Kenelm RC School - 103850,Old Hill Primary School - 103952,Coppice Primary School - 103390,St Columba's Catholic Primary School - 141669,Mayfield Preparatory School - 104265,Langley School - 103630,Saint Martin's School - 104123,Palfrey Junior School - 104160,St Mary's Catholic Primary School - 103993,St Mary's Catholic Primary School - 147795,Wood Green Junior School - 103913,Palfrey Infant School - 104161,New Hall Primary School - 103395,Caldmore Primary Academy - 143904,Reddal Hill Primary School - 103954,The Earls High School - 137812,Dudley Port School - 147736,Ormiston Forge Academy - 137673,Abu Bakr Boys School - 135483,Queen Mary's Grammar School - 136773,Wood Green Academy - 136616,Windsor High School and Sixth Form - 136618,Stuart Bathurst Catholic High School - 147881,Impact Independent School - 141560,Stuart Bathurst Catholic High School - 104020,The ACE Academy - 139328,Q3 Academy Tipton - 146383,Solihull Sixth Form College - 144887,National state-funded primary,National state-funded secondary and 16 to 18,Description
1897,KS5_19,LEA,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,333,,335,333,332,,,333,333,,334,,,LA number
1898,KS5_19,ESTAB,,,,,6003,,,,,,,,,,,,,,,,,,,,,,,,6002,,,,,,,,,,,4000,,5404,4024,5404,,,4600,4001,,8600,,,Establishment number
1899,KS5_19,URN,,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,104123,,,,,,,,,,,137673,,136773,136616,136618,,,104020,139328,,144887,,,Unique Reference Number of establishment
1900,KS5_19,PCON_CODE,,,,,E14000931,,,,,,,,,,,,,,,,,,,,,,,,E14000931,,,,,,,,,,,E14000722,,E14001012,E14001030,E14000722,,,E14001030,E14001030,,E14000931,,,School parliamentary constituency code
1901,KS5_19,PCON_NAME,,,,,Solihull,,,,,,,,,,,,,,,,,,,,,,,,Solihull,,,,,,,,,,,Halesowen and Rowley Regis,,Walsall South,West Bromwich West,Halesowen and Rowley Regis,,,West Bromwich West,West Bromwich West,,Solihull,,,School parliamentary constituency name
1902,KS5_19,SCHNAME_AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name of converter academy
1903,KS5_19,SCHNAME,,,,,Solihull School,,,,,,,,,,,,,,,,,,,,,,,,Saint Martin's School,,,,,,,,,,,Ormiston Forge Academy,,Queen Mary's Grammar School,Wood Green Academy,Windsor High School and Sixth Form,,,Stuart Bathurst Catholic High School College of Performing Arts,The ACE Academy,,"The Sixth Form College, Solihull",,,School/college name
1904,KS5_19,ADDRESS1,,,,,Warwick Road,,,,,,,,,,,,,,,,,,,,,,,,Malvern Hall,,,,,,,,,,,Wrights Lane,,Sutton Road,Wood Green Road,Richmond Street,,,Wood Green Road,Alexandra Road,,Widney Manor Road,,,School/college address (1)
1905,KS5_19,ADDRESS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brueton Avenue,,,,,,,,,,,,,,,,,,,,,,,,School/college address (2)
1906,KS5_19,ADDRESS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School/college address (3)
1907,KS5_19,TOWN,,,,,Solihull,,,,,,,,,,,,,,,,,,,,,,,,Solihull,,,,,,,,,,,Cradley Heath,,Walsall,Wednesbury,Halesowen,,,Wednesbury,Tipton,,Solihull,,,Town where school/college is located
1908,KS5_19,PCODE,,,,,B91 3DJ,,,,,,,,,,,,,,,,,,,,,,,,B91 3EN,,,,,,,,,,,B64 6QU,,WS1 2PG,WS10 9QU,B63 4BB,,,WS10 9QS,DY4 7NR,,B91 3WR,,,School/college postcode
1909,KS5_19,TELNUM,,,,,01217050958,,,,,,,,,,,,,,,,,,,,,,,,01217051265,,,,,,,,,,,01384566598,,01922720696,01215564131,01215501452,,,01215561488,01215211540,,,,,School/college telephone number 
1910,KS5_19,CONTFLAG,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0,0,0,,,0,0,,0,,,Contingency flag: results significantly affected: 0= not significantly affected; 1= significantly affected
1911,KS5_19,NFTYPE/FESITYPE,,,,,IND,,,,,,,,,,,,,,,,,,,,,,,,IND,,,,,,,,,,,AC,,ACC,ACC,ACC,,,VA,AC,,ACC1619,,,School type/FE college type
1912,KS5_19,RELDENOM,,,,,Church of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Catholic,,,Does not apply,,,Religious character 
1913,KS5_19,ADMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,,SEL,NSE,NSE,,,NSE,NSE,,NA,,,Admissions policy
1914,KS5_19,ADMPOL_PT,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,OTHER NON SEL,,SEL,OTHER NON SEL,OTHER NON SEL,,,OTHER NON SEL,OTHER NON SEL,,NA,,,Admissions policy - new definition from 2019 onwards
1915,KS5_19,GEND1618,,,,,MIXED,,,,,,,,,,,,,,,,,,,,,,,,GIRLS,,,,,,,,,,,MIXED,,MIXED,MIXED,MIXED,,,MIXED,MIXED,,MIXED,,,"Gender of sixth form: girls, boys or mixed"
1916,KS5_19,FEEDER,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0,0,0,,,0,0,,0,,,Indicates whether a school/college is a feeder school/college for sixth form centre or consortium:0= not a feeder school/college; 1= feeder school/college
1917,KS5_19,AGERANGE,,,,,7 to 19,,,,,,,,,,,,,,,,,,,,,,,,3 to 19,,,,,,,,,,,11 to 18,,11 to 18,11 to 18,11 to 18,,,11 to 18,11 to 18,,16 to 19,,,Age range
1918,KS5_19,ICLOSE,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0,0,0,,,0,1,,0,,,Closed school/college flag: 0= open; 1= closed
1919,KS5_19,TABKS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school is published in the primary school (Key Stage 2) performance tables:0= No; 1= Yes
1920,KS5_19,TAB15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college is published in the secondary school (Key Stage 4) performance tables: 0= No; 1= Yes
1921,KS5_19,EXAMCONF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicates if a school or college has confirmed their results: blank/null= confirmed; R= not confirmed
1922,KS5_19,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dummy field
1923,KS5_19,TPUP1618,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,190,,399,206,270,,,140,101,,2109,,,Number of 16-18 year old students in sixth form
1924,KS5_19,TALLPUP_1618,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,113,,192,126,112,,,63,69,,1190,,550933,Number of students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
1925,KS5_19,TALLPUP_ALEV_1618,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,61,,187,118,87,,,46,28,,836,,247995,Number of students at the end of 16-18 study who entered for at least one AS or A level qualification
1926,KS5_19,TALLPPE_ALEV_1618,,,,,43.80,,,,,,,,,,,,,,,,,,,,,,,,38.54,,,,,,,,,,,26.82,,38.86,28.63,30.86,,,25.20,20.46,,32.14,,32.87,Average point score per A level entry
1927,KS5_19,TALLPPEGRD_ALEV_1618,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,C-,,B,C,C,,,C-,D,,C+,,C+,Average point score per A level entry expressed as a grade
1928,KS5_19,TINCLUDE_B3,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,40,,181,70,66,,,15,3,,779,,189802,Number of students included in the best 3 A levels measure
1929,KS5_19,TB3PTSE,,,,,43.92,,,,,,,,,,,,,,,,,,,,,,,,37.46,,,,,,,,,,,28.92,,39.01,30.81,31.67,,,28.44,SUPP,,30.91,,32.89,Average point score in best 3 A level entries
1930,KS5_19,TB3PTSE_GRD,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,,B-,,,,,,,,,,,C,,B,C,C+,,,C,SUPP,,C,,C+,Average point score in best 3 A level entries expressed as a grade
1931,KS5_19,TINCLUDE_AAB_2FAC,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,40,,181,70,66,,,15,3,,779,,189788,Number of students included in AAB in 2 facilitating subjects measure
1932,KS5_19,PTAAB_2FAC,,,,,30.8%,,,,,,,,,,,,,,,,,,,,,,,,23.8%,,,,,,,,,,,7.5%,,29.3%,4.3%,9.1%,,,6.7%,SUPP,,7.6%,,14.1%,"Percentage of A level students achieving at least three levels at grades AAB or better, at least two of which are in facilitating subjects"
1933,KS5_19,TALLPUP_ACAD_1618,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,61,,189,118,87,,,46,28,,842,,252640,Number of students at the end of 16-18 study who entered for at least one advanced (level 3) academic qualification
1934,KS5_19,TALLPPE_ACAD_1618,,,,,43.84,,,,,,,,,,,,,,,,,,,,,,,,39.24,,,,,,,,,,,27.18,,38.90,28.68,30.93,,,25.37,20.46,,32.31,,33.02,Average point score per academic entry
1935,KS5_19,TALLPPEGRD_ACAD_1618,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,C-,,B,C,C,,,C-,D,,C+,,C+,Average point score per academic entry expressed as a grade
1936,KS5_19,TALLPUP_AGEN,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,61,,NE,33,21,,,39,43,,NE,,67710,Number of students at the end of 16-18 study who entered for ant least one applied general qualification
1937,KS5_19,TALLPPE_AGEN,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,28.41,,NE,35.13,35.29,,,25.54,27.10,,NE,,28.89,Average point score per applied general entry
1938,KS5_19,TALLPPEGRD_AGEN,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,Merit+,,NE,Dist,Dist,,,Merit,Merit+,,NE,,Merit+,Average point score per applied general entry expressed as a grade
1939,KS5_19,TALLPUP_TLEV,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,4,,,10,14,,17,,19431,Number of students at the end of 16-18 study who entered for at least one tech level qualification
1940,KS5_19,TALLPPE_TLEV,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,SUPP,,,27.00,23.82,,48.24,,28.64,Average point score per tech level entry
1941,KS5_19,TALLPPEGRD_TLEV,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,SUPP,,,Merit+,Merit,,Dist*,,Merit+,Average point score per tech level entry expressed as a grade
1942,KS5_19,TTECH_BACC,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,SUPP,,,0,0,,0,,191,"Number of students achieving a TechBacc (ie, a tech level, an extended project qualification and core maths or equivalent maths qualification)"
1943,KS5_19,TALLPUP_TLEVDENOM,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,6,,NE,NE,4,,,13,21,,324,,131483,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and applied general
1944,KS5_19,TLEV_PER,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,0.0%,,NE,NE,SUPP,,,76.9%,66.7%,,5.2%,,14.8%,Proportion of level 3 vocational students that are tech level students
1945,KS5_19,TALLPUP_AGENDENOM,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,66,,NE,33,21,,,43,46,,307,,175067,Number of trigger students for 'level 3 vocational quals' - ignoring discounting and tech levels
1946,KS5_19,AGEN_PER,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,92.4%,,NE,100.0%,100.0%,,,95.3%,93.5%,,0.0%,,39.1%,Proportion of level 3 vocational students that are applied general students
1947,KS5_19,T_SCOPEEX_E,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,29,,NE,5,2,,,5,25,,10,,106083,Number of students at the end of 16-18 study included in the English progress measure
1948,KS5_19,PROGEX_E,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,0.30,,NE,SUPP,SUPP,,,SUPP,0.98,,0.98,,0.14,Average progress made in English
1949,KS5_19,ENTRY_PER_E,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,SUPP,,NE,100.0%,100.0%,,,100.0%,100.0%,,SUPP,,82.5%,Proportion of students eligible for English progress measures entered for approved exams
1950,KS5_19,T_SCOPEEX_M,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,43,,NE,9,5,,,13,30,,28,,140556,Number of students at the end of 16-18 study included in the maths progress measure
1951,KS5_19,PROGEX_M,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,0.28,,NE,0.78,SUPP,,,0.00,0.60,,0.91,,0.09,Average progress made in maths
1952,KS5_19,ENTRY_PER_M,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,,,,,,,,,,SUPP,,NE,100.0%,100.0%,,,100.0%,100.0%,,100.0%,,85.2%,Proportion of students eligible for maths progress measures entered for approved exams
1953,KS5_19,TALLPUP_SCOPE_L3M,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,66,,188,110,88,,,47,36,,851,,268494,Number of students in scope for level 3 maths measure
1954,KS5_19,L3M_PER,,,,,36.1%,,,,,,,,,,,,,,,,,,,,,,,,26.1%,,,,,,,,,,,15.2%,,63.3%,20.0%,23.9%,,,21.3%,0.0%,,28.3%,,26.7%,Percentage of students in scope for the level 3 maths measure who achieved approved a level 3 maths qualification
1955,KS5_19,T_INSCOPE_ALEV_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,58,,191,113,96,,,32,7,,906,,239124,Number of students at the end of 16-18 study with an A level core aim
1956,KS5_19,PT_RETAINED_ALEV_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,94.8%,,94.2%,86.7%,85.4%,,,84.4%,85.7%,,86.1%,,91.3%,Percentage of A level core aims retained
1957,KS5_19,PT_RET_ASSESSED_ALEV,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,87.9%,,94.2%,85.8%,78.1%,,,81.3%,85.7%,,85.9%,,89.5%,Percentage of A Level core aims retained and assessed
1958,KS5_19,T_INSCOPE_ALEV_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,58,,191,112,94,,,32,7,,906,,236838,Number of students in scope for returned and retained for a second year where core aim is an A Level
1959,KS5_19,PT_RETAINED_ALEV_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,81.0%,,94.2%,85.7%,77.7%,,,81.3%,71.4%,,86.1%,,84.7%,Percentage of students who were retained for a second year with an A Level programme core aim
1960,KS5_19,T_INSCOPE_ACAD_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,58,,191,113,96,,,32,7,,907,,241598,Number of students at the end of 16-18 study with an academic core aim
1961,KS5_19,PT_RETAINED_ACAD_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,94.8%,,94.2%,86.7%,85.4%,,,84.4%,85.7%,,86.1%,,91.3%,Percentage of academic core aims retained
1962,KS5_19,PT_RET_ASSESSED_ACAD,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,87.9%,,94.2%,85.8%,78.1%,,,81.3%,85.7%,,85.9%,,89.3%,Percentage of academic core aims retained and assessed
1963,KS5_19,T_INSCOPE_ACAD_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,58,,191,112,94,,,32,7,,907,,239235,Number of students in scope for returned and retained for a second year where core aim is an academic qualification
1964,KS5_19,PT_RETAINED_ACAD_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,81.0%,,94.2%,85.7%,77.7%,,,81.3%,71.4%,,86.0%,,84.5%,Percentage of students who were retained for a second year with an academic core aim
1965,KS5_19,T_INSCOPE_AGEN_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,48,,NE,10,10,,,29,28,,NE,,53841,Number of students at the end of 16-18 study with an applied general core aim
1966,KS5_19,PT_RETAINED_AGEN_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,77.1%,,NE,60.0%,90.0%,,,89.7%,100.0%,,NE,,86.5%,Percentage of applied general core aims retained
1967,KS5_19,PT_RET_ASSESSED_AGEN,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,60.4%,,NE,60.0%,90.0%,,,89.7%,96.4%,,NE,,79.3%,Percentage of applied general core aims retained and assessed
1968,KS5_19,T_INSCOPE_AGEN_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,48,,NE,10,10,,,29,28,,NE,,52609,Number of students In scope for returned and retained for a second year where core aim is an applied general qualification
1969,KS5_19,PT_RETAINED_AGEN_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,54.2%,,NE,60.0%,90.0%,,,6.9%,96.4%,,NE,,75.3%,Percentage of students who were retained for a second year with an applied general core aim
1970,KS5_19,T_INSCOPE_TLEV_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,4,,,1,16,,17,,20447,Number of students at the end of 16-18 study with a tech level core aim
1971,KS5_19,PT_RETAINED_TLEV_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,75.0%,,100.0%,,87.9%,Percentage of tech level core aims retained
1972,KS5_19,PT_RET_ASSESSED_TLEV,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,75.0%,,100.0%,,75.7%,Percentage of tech level core aims retained and assessed
1973,KS5_19,T_INSCOPE_TLEV_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,4,,,1,16,,17,,19538,Number of students in scope for returned and retained for a second year measure where core aim is a tech level qualification
1974,KS5_19,PT_RETAINED_TLEV_2NDYR,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,75.0%,,100.0%,,76.3%,Percentage of students who were retained for a second year with a tech level core aim
1975,KS5_19,T_AIMS_TLEV,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,4,,,10,22,,17,,22634,Number of tech level aims
1976,KS5_19,CA_SCORE_TLEV,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,0.41,-0.18,,2.17,,0.00,Completion and Attainment score
1977,KS5_19,TALLPUP_TECHCERT,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,5321,Number of students at the end of 16-18 study who were entered for at least one technical certificate qualification
1978,KS5_19,TALLPPE_TECHCERT,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,5.75,Average point score per technical certificate entry 
1979,KS5_19,TALLPPEGRD_TECHCERT,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,L2Merit-,Average point score per technical certificate entry expressed as a grade
1980,KS5_19,T_AIMS_TECHCERT,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,7808,Number of technical certificate aims in completion and attainment measure
1981,KS5_19,CA_SCORE_TECHCERT,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,0.00,Technical certificate completion and attainment score
1982,KS5_19,T_INSCOPE_TECHCERT_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,7745,Number of students in scope for retention measure where core aim is a tech cert programme
1983,KS5_19,PT_RETAINED_TECHCERT_RET,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,87.9%,Percentage of technical certificate core aims retained
1984,KS5_19,PT_RET_ASSESSED_TECHCERT,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,NE,,,NE,NE,,NE,,55.9%,Percentage of technical certificate core aims retained and assessed
1985,KS5_19,TALLPUP_ANYL2VOC,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,4,,NE,NE,NE,,,NE,NE,,NE,,89168,"Number of students entered for at least one level 2 vocational, whose highest qualification during 16-18 study was at level 2."
1986,KS5_19,TECHCERT_PER,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,SUPP,,NE,NE,NE,,,NE,NE,,NE,,5.2%,Percentage of level 2 vocational students that are technical certificate students
1987,KS5_19,TALLPUP_1618_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,52,,32,89,31,,,26,27,,336,,137486,Number of disadvantaged students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
1988,KS5_19,TALLPUP_ALEV_1618_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,22,,31,87,22,,,15,11,,234,,38800,Number of disadvantaged students at the end of 16-18 study who entered for at least one AS or A level qualification
1989,KS5_19,TALLPPE_ALEV_1618_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,26.06,,38.04,28.78,27.72,,,26.98,18.06,,30.76,,28.70,Average point score per A level entry for disadvantaged students
1990,KS5_19,TALLPPEGRD_ALEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,C-,,B-,C,C-,,,C-,D-,,C,,C,Average point score per A level entry for disadvantaged students expressed as a grade
1991,KS5_19,TALLPUP_ACAD_1618_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,22,,31,87,22,,,15,11,,234,,39704,Number of disadvantaged students at the end of 16-18 study who entered for at least one advanced (level 3) academic qualification
1992,KS5_19,TALLPPE_ACAD_1618_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,26.61,,37.88,28.86,27.68,,,27.45,18.06,,30.96,,28.77,Average point score per academic entry for disadvantaged students
1993,KS5_19,TALLPPEGRD_ACAD_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,C-,,B-,C,C-,,,C-,D-,,C,,C,Average point score per academic entry for disadvantaged students expressed as a grade
1994,KS5_19,TALLPUP_AGEN_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,24,,NE,SUPP,SUPP,,,19,14,,NE,,15406,Number of disadvantaged students at the end of 16-18 study who entered for at least one applied general exam entry
1995,KS5_19,TALLPPE_AGEN_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,27.67,,NE,SUPP,SUPP,,,24.43,25.83,,NE,,27.72,Average point score per applied general entry for disadvantaged students
1996,KS5_19,TALLPPEGRD_AGEN_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,Merit+,,NE,SUPP,SUPP,,,Merit,Merit,,NE,,Merit+,Average point score per applied general entry expressed as a grade for disadvantaged students
1997,KS5_19,TALLPUP_TLEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,6,,SUPP,,4615,Number of disadvantaged students at the end of 16-18 study who entered for at least one tech level exam entry
1998,KS5_19,TALLPPE_TLEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,24.03,,SUPP,,26.80,Average point score per tech level entry for disadvantaged students
1999,KS5_19,TALLPPEGRD_TLEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,Merit,,SUPP,,Merit+,Average point score per tech level entry expressed as a grade for disadvantaged students
2000,KS5_19,T_SCOPEEX_E_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,17,,NE,SUPP,SUPP,,,SUPP,15,,SUPP,,44702,Number of disadvantaged students at the end of 16-18 study in scope for English progress measure
2001,KS5_19,PROGEX_E_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,0.12,,NE,SUPP,SUPP,,,SUPP,1.03,,SUPP,,-0.03,Average progress made in English by disadvantaged students
2002,KS5_19,T_SCOPEEX_M_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,25,,NE,SUPP,SUPP,,,7,15,,10,,57743,Number of disadvantaged students at the end of 16-18 study in scope for maths progress measure
2003,KS5_19,PROGEX_M_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,0.08,,NE,SUPP,SUPP,,,0.00,0.47,,0.80,,-0.04,Average progress made in maths by disadvantaged students
2004,KS5_19,T_AIMS_TLEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,1,,,3,10,,3,,5759,Number of Tech Level aims in completion and attainment for disadvantaged students
2005,KS5_19,CA_SCORE_TLEV_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NE,,NE,NE,SUPP,,,SUPP,-0.41,,SUPP,,-0.25,Tech Level completion and attainment score for disadvantaged students
2006,KS5_19,T_INSCOPE_ALEV_RET_DIS,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,24,,32,83,27,,,10,SUPP,,258,,38266,Number of disadvantaged students in scope for retention measure where core aim is an A level qualification
